http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i10	T0422
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i13	SSR398
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i14	cLET-6-N21
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i17	T1358
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i19	SSR114
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i21	TG386
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i22	C2_At4g22260
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i24	C2_At5g55710
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i3	SSR415
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i5	CT140
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i6	TG526
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i8	C2_At2g41760
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i10	C2_At3g55120
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i13	SSR470
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i14	cLET-6-N21
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i17	C2_At5g11260
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i19	C2_At2g38440
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i21	T0427
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i22	SSR76
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i24	C2_At3g13180
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i3	SSR398
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i5	CT140
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i6	TG605
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i8	TG506
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i10	T1790
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i13	SSR252
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i14	T1414
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i17	cLET-3-O9
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i19	CT235
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i21	C2_At3g21540
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i22	C2_At4g22300
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i25	C2_At4g26500
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i3	SSR252
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i5	T0950
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i6	TG605
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i8	TG506
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i10	CT227
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i13	SSR410
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i14	C2_At4g29060
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i17	C2_At1g48270
http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i19	CT235
