gene;Sotub01g005000;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005000;;;
gene;Sotub01g005010;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005010;;;
gene;Sotub01g005020;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005020;;;
gene;Sotub01g005030;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005030;;;
gene;Sotub01g005040;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005040;;;
gene;Sotub01g005050;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005050;;;
gene;Sotub01g005060;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005060;;;
gene;Sotub01g005070;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005070;;;
gene;Sotub01g005080;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005080;;;
gene;Sotub01g005090;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005090;;;
gene;Sotub01g005100;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005100;;;
gene;Sotub01g005110;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005110;;;
gene;Sotub01g005120;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005120;;;
gene;Sotub01g005130;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005130;;;
gene;Sotub01g005140;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005140;;;
gene;Sotub01g005150;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005150;;;
gene;Sotub01g005160;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005160;;;
gene;Sotub01g005170;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005170;;;
gene;Sotub01g005180;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005180;;;
gene;Sotub01g005190;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005190;;;
gene;Sotub01g005200;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005200;;;
gene;Sotub01g005210;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005210;;;
gene;Sotub01g005220;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005220;;;
gene;Sotub01g005230;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005230;;;
gene;Sotub01g005240;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005240;;;
gene;Sotub01g005250;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005250;;;
gene;Sotub01g005260;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005260;;;
gene;Sotub01g005270;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005270;;;
gene;Sotub01g005280;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005280;;;
gene;Sotub01g005290;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005290;;;
gene;Sotub01g005300;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005300;;;
gene;Sotub01g005310;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005310;;;
gene;Sotub01g005320;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005320;;;
gene;Sotub01g005330;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005330;;;
gene;Sotub01g005340;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005340;;;
gene;Sotub01g005350;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005350;;;
gene;Sotub01g005360;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005360;;;
gene;Sotub01g005370;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005370;;;
gene;Sotub01g005380;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005380;;;
gene;Sotub01g005390;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005390;;;
gene;Sotub01g005400;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005400;;;
gene;Sotub01g005410;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005410;;;
gene;Sotub01g005420;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005420;;;
gene;Sotub01g005430;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005430;;;
gene;Sotub01g005440;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005440;;;
gene;Sotub01g005450;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005450;;;
gene;Sotub01g005460;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005460;;;
gene;Sotub01g005470;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005470;;;
gene;Sotub01g005480;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005480;;;
gene;Sotub01g005490;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005490;;;
gene;Sotub01g005500;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005500;;;
gene;Sotub01g005510;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005510;;;
gene;Sotub01g005520;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005520;;;
gene;Sotub01g005530;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005530;;;
gene;Sotub01g005540;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005540;;;
gene;Sotub01g005550;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005550;;;
gene;Sotub01g005560;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005560;;;
gene;Sotub01g005570;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005570;;;
gene;Sotub01g005580;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005580;;;
gene;Sotub01g005590;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005590;;;
gene;Sotub01g005600;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005600;;;
gene;Sotub01g005610;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005610;;;
gene;Sotub01g005620;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005620;;;
gene;Sotub01g005630;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005630;;;
gene;Sotub01g005640;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005640;;;
gene;Sotub01g005650;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005650;;;
gene;Sotub01g005660;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005660;;;
gene;Sotub01g005670;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005670;;;
gene;Sotub01g005680;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005680;;;
gene;Sotub01g005690;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005690;;;
gene;Sotub01g005700;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005700;;;
gene;Sotub01g005710;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005710;;;
gene;Sotub01g005720;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005720;;;
gene;Sotub01g005730;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005730;;;
gene;Sotub01g005740;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005740;;;
gene;Sotub01g005750;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005750;;;
gene;Sotub01g005760;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005760;;;
gene;Sotub01g005770;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005770;;;
gene;Sotub01g005780;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005780;;;
gene;Sotub01g005790;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005790;;;
gene;Sotub01g005800;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005800;;;
gene;Sotub01g005810;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005810;;;
gene;Sotub01g005820;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005820;;;
gene;Sotub01g005830;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005830;;;
gene;Sotub01g005840;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005840;;;
gene;Sotub01g005850;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005850;;;
gene;Sotub01g005860;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005860;;;
gene;Sotub01g005870;http://solgenomics.net/genome/Solanum_tuberosum/gene/Sotub01g005870;;;
