entity_uri ,entity_name 
http://purl.obolibrary.org/obo/PO_0030044 ,spore capsule operculum 
http://purl.obolibrary.org/obo/PO_0007106 ,LP.03 three leaves visible stage 
http://purl.obolibrary.org/obo/PO_0009044 ,perigynium 
http://purl.obolibrary.org/obo/PO_0007529 ,E emerged root elongation 
http://purl.obolibrary.org/obo/PO_0020022 ,inner integument 
http://purl.obolibrary.org/obo/PO_0030041 ,sporangium theca 
http://purl.obolibrary.org/obo/PO_0025188 ,tepal trichome 
http://purl.obolibrary.org/obo/PO_0006056 ,cotyledon epidermis 
http://purl.obolibrary.org/obo/PO_0020028 ,antiraphe 
http://purl.obolibrary.org/obo/PO_0025006 ,plant gamete 
http://purl.obolibrary.org/obo/PO_0025096 ,carpel epidermis 
http://purl.obolibrary.org/obo/PO_0030081 ,caulonema meristematic apical cell 
http://purl.obolibrary.org/obo/PO_0025210 ,leaf abaxial trichome 
http://purl.obolibrary.org/obo/PO_0025486 ,stamen anlagen 
http://purl.obolibrary.org/obo/PO_0020018 ,germination pore 
http://purl.obolibrary.org/obo/PO_0025444 ,primary xylem tracheary element 
http://purl.obolibrary.org/obo/PO_0020064 ,dehiscent fruit 
http://purl.obolibrary.org/obo/PO_0020034 ,coleorhiza 
http://purl.obolibrary.org/obo/PO_0025249 ,leaf sheath epidermis 
http://purl.obolibrary.org/obo/PO_0025329 ,calyptra calyx 
http://purl.obolibrary.org/obo/PO_0025114 ,third order infructescence branch 
http://purl.obolibrary.org/obo/PO_0019026 ,tracheid bar 
http://purl.obolibrary.org/obo/PO_0025106 ,fourth order inflorescence branch 
http://purl.obolibrary.org/obo/PO_0025608 ,flower pedicel abscission zone 
http://purl.obolibrary.org/obo/PO_0025182 ,sepal trichome 
http://purl.obolibrary.org/obo/PO_0025519 ,leaf lamina crena 
http://purl.obolibrary.org/obo/PO_0025273 ,stem procambium 
http://purl.obolibrary.org/obo/PO_0025295 ,seedling mesocotyl 
http://purl.obolibrary.org/obo/PO_0000355 ,fiber tracheid 
http://purl.obolibrary.org/obo/PO_0020138 ,leaf lamina vein 
http://purl.obolibrary.org/obo/PO_0025004 ,plant axis 
http://purl.obolibrary.org/obo/PO_0025269 ,collective organ part structure 
http://purl.obolibrary.org/obo/PO_0001018 ,B formation of primary parietal and sporogenous cells stage 
http://purl.obolibrary.org/obo/PO_0020134 ,statolith 
http://purl.obolibrary.org/obo/PO_0025374 ,seed dormant stage 
http://purl.obolibrary.org/obo/PO_0030016 ,seta meristematic apical cell 
http://purl.obolibrary.org/obo/PO_0001027 ,meristamtic zone formation 
http://purl.obolibrary.org/obo/PO_0006209 ,lateral root epidermis 
http://purl.obolibrary.org/obo/PO_0020023 ,outer integument 
http://purl.obolibrary.org/obo/PO_0009017 ,inflorescence branch pulvinus 
http://purl.obolibrary.org/obo/PO_0025268 ,fruit septum 
http://purl.obolibrary.org/obo/PO_0025265 ,sporangium locule 
http://purl.obolibrary.org/obo/PO_0025142 ,leaf tip 
http://purl.obolibrary.org/obo/PO_0000199 ,cellular endosperm 
http://purl.obolibrary.org/obo/PO_0007604 ,corolla development stage 
http://purl.obolibrary.org/obo/PO_0006012 ,leaf collar 
http://purl.obolibrary.org/obo/PO_0006058 ,cotyledon adaxial epidermis 
http://purl.obolibrary.org/obo/PO_0006006 ,anther wall primary parietal cell layer 
http://purl.obolibrary.org/obo/PO_0007503 ,A2.1 root intials differntiation of primary roots 
http://purl.obolibrary.org/obo/PO_0030029 ,sporophyte foot 
http://purl.obolibrary.org/obo/PO_0000012 ,apical hook 
http://purl.obolibrary.org/obo/PO_0003017 ,root cap of primary root 
http://purl.obolibrary.org/obo/PO_0025566 ,shoot system phloem sap 
http://purl.obolibrary.org/obo/PO_0025165 ,shoot epidermal cell 
http://purl.obolibrary.org/obo/PO_0007627 ,E two nucleate megagametophyte stage 
http://purl.obolibrary.org/obo/PO_0009088 ,seed coat 
http://purl.obolibrary.org/obo/PO_0007027 ,whole plant fruit formation stage 70% to final size 
http://purl.obolibrary.org/obo/PO_0000252 ,endodermis 
http://purl.obolibrary.org/obo/PO_0006322 ,second order inflorescence branch 
http://purl.obolibrary.org/obo/PO_0001054 ,vascular leaf senescent stage 
http://purl.obolibrary.org/obo/PO_0025205 ,shoot system vascular system 
http://purl.obolibrary.org/obo/PO_0000372 ,metaxylem 
http://purl.obolibrary.org/obo/PO_0000074 ,parenchyma cell 
http://purl.obolibrary.org/obo/PO_0025102 ,shoot internode differentiation zone 
http://purl.obolibrary.org/obo/PO_0000007 ,leaf-derived cultured plant cell 
http://purl.obolibrary.org/obo/PO_0001050 ,leaf development stage 
http://purl.obolibrary.org/obo/PO_0000001 ,plant embryo proper 
http://purl.obolibrary.org/obo/PO_0025576 ,metaxylem tracheary element 
http://purl.obolibrary.org/obo/PO_0007005 ,IL.02 1/2 inflorescence length reached stage 
http://purl.obolibrary.org/obo/PO_0007064 ,LP.12 twelve leaves visible stage 
http://purl.obolibrary.org/obo/PO_0005633 ,lamellar collenchyma 
http://purl.obolibrary.org/obo/PO_0007119 ,LP.16 sixteen leaves visible stage 
http://purl.obolibrary.org/obo/PO_0025416 ,sieve tube 
http://purl.obolibrary.org/obo/PO_0000112 ,shoot axis epidermis 
http://purl.obolibrary.org/obo/PO_0025499 ,sepal epidermis giant cell 
http://purl.obolibrary.org/obo/PO_0000035 ,cotyledon vascular system 
http://purl.obolibrary.org/obo/PO_0020142 ,stem internode 
http://purl.obolibrary.org/obo/PO_0025035 ,storage parenchyma 
http://purl.obolibrary.org/obo/PO_0008039 ,stem base 
http://purl.obolibrary.org/obo/PO_0007084 ,SE.10 ten nodes or internodes visible stage 
http://purl.obolibrary.org/obo/PO_0004544 ,root-borne shoot system 
http://purl.obolibrary.org/obo/PO_0025222 ,reproductive shoot apex 
http://purl.obolibrary.org/obo/PO_0020090 ,embryo sac central cell 
http://purl.obolibrary.org/obo/PO_0000245 ,degenerate megaspore 
http://purl.obolibrary.org/obo/PO_0000078 ,transfer cell 
http://purl.obolibrary.org/obo/PO_0025554 ,exarch protoxylem 
http://purl.obolibrary.org/obo/PO_0020085 ,seed and fruit wall as dispersal unit 
http://purl.obolibrary.org/obo/PO_0025515 ,phyllome lamina tooth 
http://purl.obolibrary.org/obo/PO_0007056 ,1 pattern formation stage 
http://purl.obolibrary.org/obo/PO_0005047 ,root periderm 
http://purl.obolibrary.org/obo/PO_0003018 ,root cap of lateral root 
http://purl.obolibrary.org/obo/PO_0025603 ,plant resin 
http://purl.obolibrary.org/obo/PO_0025372 ,seed trichome secondary wall biosynthesis stage 
http://purl.obolibrary.org/obo/PO_0025592 ,vascular leaf founder cell 
http://purl.obolibrary.org/obo/PO_0025137 ,fused tepal 
http://purl.obolibrary.org/obo/PO_0004516 ,late wood 
http://purl.obolibrary.org/obo/PO_0001056 ,lemma differentiation and expansion stage 
http://purl.obolibrary.org/obo/PO_0005053 ,laticifer 
http://purl.obolibrary.org/obo/PO_0007533 ,C3.3 maturation of protoxylem elements in root. 
http://purl.obolibrary.org/obo/PO_0025223 ,vegetative shoot apex 
http://purl.obolibrary.org/obo/PO_0006080 ,secondary vascular tissue 
http://purl.obolibrary.org/obo/PO_0025409 ,secondary vascular tissue 
http://purl.obolibrary.org/obo/PO_0001016 ,L mature pollen stage 
http://purl.obolibrary.org/obo/PO_0025384 ,leaf sinus 
http://purl.obolibrary.org/obo/PO_0006034 ,leaflet margin 
http://purl.obolibrary.org/obo/PO_0005349 ,schizo-lysigenous aerenchyma 
http://purl.obolibrary.org/obo/PO_0030039 ,archegonium neck 
http://purl.obolibrary.org/obo/PO_0000282 ,trichome 
http://purl.obolibrary.org/obo/PO_0025160 ,bract adaxial epidermis 
http://purl.obolibrary.org/obo/PO_0006011 ,lateral leaf vein 
http://purl.obolibrary.org/obo/PO_0025616 ,lemma apiculus 
http://purl.obolibrary.org/obo/PO_0020033 ,coleoptile 
http://purl.obolibrary.org/obo/PO_0006085 ,root meristem 
http://purl.obolibrary.org/obo/PO_0025277 ,pollen sac 
http://purl.obolibrary.org/obo/PO_0025483 ,lodicule anlagen 
http://purl.obolibrary.org/obo/PO_0025303 ,zygotic plant embryo 
http://purl.obolibrary.org/obo/PO_0025175 ,leaf prickle 
http://purl.obolibrary.org/obo/PO_0025456 ,secondary phloem sieve cell 
http://purl.obolibrary.org/obo/PO_0025423 ,plant tissue development stage 
http://purl.obolibrary.org/obo/PO_0025067 ,seed storage parenchyma 
http://purl.obolibrary.org/obo/PO_0007105 ,5.06 60% of inflorescence emerged 
http://purl.obolibrary.org/obo/PO_0025561 ,tetrarch protoxylem 
http://purl.obolibrary.org/obo/PO_0007132 ,sporophyte dormant stage 
http://purl.obolibrary.org/obo/PO_0007051 ,BO.00 booting begins stage 
http://purl.obolibrary.org/obo/PO_0001096 ,primary endosperm cell stage 
http://purl.obolibrary.org/obo/PO_0000061 ,lateral root-cap epidermal initial cell 
http://purl.obolibrary.org/obo/PO_0007504 ,crown root primordium formation stage 
http://purl.obolibrary.org/obo/PO_0004531 ,sheath cell 
http://purl.obolibrary.org/obo/PO_0030040 ,sporangium base 
http://purl.obolibrary.org/obo/PO_0007626 ,D megaspore degeneration stage 
http://purl.obolibrary.org/obo/PO_0009075 ,plant ontology 
http://purl.obolibrary.org/obo/PO_0000332 ,epidermal pavement cell 
http://purl.obolibrary.org/obo/PO_0030069 ,paraphyllium 
http://purl.obolibrary.org/obo/PO_0008018 ,transition vascular leaf 
http://purl.obolibrary.org/obo/PO_0025103 ,branch internode differentiation zone 
http://purl.obolibrary.org/obo/PO_0006066 ,petiole parenchyma 
http://purl.obolibrary.org/obo/PO_0025015 ,tepal margin 
http://purl.obolibrary.org/obo/PO_0025429 ,leaf plate meristem 
http://purl.obolibrary.org/obo/PO_0025039 ,aerial tuber storage parenchyma 
http://purl.obolibrary.org/obo/PO_0000082 ,ray initial cell 
http://purl.obolibrary.org/obo/PO_0025078 ,placenta 
http://purl.obolibrary.org/obo/PO_0006049 ,scutellum epidermis 
http://purl.obolibrary.org/obo/PO_0020127 ,primary root 
http://purl.obolibrary.org/obo/PO_0025233 ,portion of embryo plant tissue 
http://purl.obolibrary.org/obo/PO_0025601 ,staminate inflorescence 
http://purl.obolibrary.org/obo/PO_0025258 ,procambial cell 
http://purl.obolibrary.org/obo/PO_0007019 ,BO.05 flag leaf sheath opened stage 
http://purl.obolibrary.org/obo/PO_0030003 ,protonema 
http://purl.obolibrary.org/obo/PO_0008048 ,scutellar epithelium 
http://purl.obolibrary.org/obo/PO_0009086 ,endocarp 
http://purl.obolibrary.org/obo/PO_0006023 ,bundle sheath 
http://purl.obolibrary.org/obo/PO_0025585 ,floral organ formation stage 
http://purl.obolibrary.org/obo/PO_0020081 ,seed as dispersal unit 
http://purl.obolibrary.org/obo/PO_0025022 ,collective leaf structure 
http://purl.obolibrary.org/obo/PO_0030062 ,gametophore axillary hair terminal cell 
http://purl.obolibrary.org/obo/PO_0025532 ,bud burst stage 
http://purl.obolibrary.org/obo/PO_0008003 ,fruit vascular system 
http://purl.obolibrary.org/obo/PO_0000045 ,embryo root 
http://purl.obolibrary.org/obo/PO_0009100 ,involucre 
http://purl.obolibrary.org/obo/PO_0025502 ,fruit ripening stage 
http://purl.obolibrary.org/obo/PO_0020006 ,funicle 
http://purl.obolibrary.org/obo/PO_0000040 ,adventitious root nodule 
http://purl.obolibrary.org/obo/PO_0009102 ,short tassel branch 
http://purl.obolibrary.org/obo/PO_0025443 ,root secondary thickening meristem 
http://purl.obolibrary.org/obo/PO_0025402 ,phyllome abaxial meristem 
http://purl.obolibrary.org/obo/PO_0025118 ,anther pore 
http://purl.obolibrary.org/obo/PO_0006345 ,pollen tube 
http://purl.obolibrary.org/obo/PO_0020060 ,caruncle 
http://purl.obolibrary.org/obo/PO_0025467 ,tracheary element death stage of secondary xylem 
http://purl.obolibrary.org/obo/PO_0030011 ,leaf meristematic apical cell 
http://purl.obolibrary.org/obo/PO_0001007 ,pollen development stage 
http://purl.obolibrary.org/obo/PO_0025580 ,fused perianth 
http://purl.obolibrary.org/obo/PO_0025543 ,tapetum cell 
http://purl.obolibrary.org/obo/PO_0030007 ,meristematic apical cell 
http://purl.obolibrary.org/obo/PO_0025221 ,tepal stomatal complex 
http://purl.obolibrary.org/obo/PO_0004538 ,indeterminate nodule 
http://purl.obolibrary.org/obo/PO_0025459 ,ordinary companion cell 
http://purl.obolibrary.org/obo/PO_0004517 ,growth ring boundary 
http://purl.obolibrary.org/obo/PO_0019022 ,arilloid 
http://purl.obolibrary.org/obo/PO_0025068 ,shoot axis tuber axillary bud meristem 
http://purl.obolibrary.org/obo/PO_0006385 ,lower glume of pedicellate spikelet of tassel 
http://purl.obolibrary.org/obo/PO_0020016 ,foot layer 
http://purl.obolibrary.org/obo/PO_0009046 ,flower 
http://purl.obolibrary.org/obo/PO_0007029 ,whole plant fruit formation stage 30 to 50% 
http://purl.obolibrary.org/obo/PO_0025606 ,native plant cell 
http://purl.obolibrary.org/obo/PO_0020008 ,exine 
http://purl.obolibrary.org/obo/PO_0008001 ,fruit distal end 
http://purl.obolibrary.org/obo/PO_0025266 ,ovary locule 
http://purl.obolibrary.org/obo/PO_0005057 ,shoot axis hypodermis 
http://purl.obolibrary.org/obo/PO_0009008 ,plant organ 
http://purl.obolibrary.org/obo/PO_0025063 ,subterranean tuber perimedullary zone 
http://purl.obolibrary.org/obo/PO_0020133 ,columella root cap initial cell 
http://purl.obolibrary.org/obo/PO_0008006 ,nucellar epidermis 
http://purl.obolibrary.org/obo/PO_0007094 ,LP.01 one leaf visible stage 
http://purl.obolibrary.org/obo/PO_0006313 ,lower floret of pedicellate spikelet of tassel 
http://purl.obolibrary.org/obo/PO_0020002 ,anther wall endothecium 
http://purl.obolibrary.org/obo/PO_0001013 ,H late unicellular microspore stage 
http://purl.obolibrary.org/obo/PO_0004723 ,sepal vascular system 
http://purl.obolibrary.org/obo/PO_0006301 ,corpus 
http://purl.obolibrary.org/obo/PO_0008030 ,trichome cell 
http://purl.obolibrary.org/obo/PO_0006387 ,upper glume of sessile spikelet of tassel 
http://purl.obolibrary.org/obo/PO_0025612 ,stem cortex 
http://purl.obolibrary.org/obo/PO_0025131 ,plant anatomical entity 
http://purl.obolibrary.org/obo/PO_0009043 ,bracteole 
http://purl.obolibrary.org/obo/PO_0000042 ,shoot-borne root 
http://purl.obolibrary.org/obo/PO_0025187 ,petal trichome 
http://purl.obolibrary.org/obo/PO_0009007 ,portion of plant tissue 
http://purl.obolibrary.org/obo/PO_0025274 ,branch procambium 
http://purl.obolibrary.org/obo/PO_0007049 ,cotyledon emergence stage 
http://purl.obolibrary.org/obo/PO_0007038 ,whole plant fruit ripening complete stage 
http://purl.obolibrary.org/obo/PO_0025079 ,aerial tuber axillary shoot 
http://purl.obolibrary.org/obo/PO_0025354 ,cladode 
http://purl.obolibrary.org/obo/PO_0025169 ,prickle 
http://purl.obolibrary.org/obo/PO_0020122 ,inflorescence axis 
http://purl.obolibrary.org/obo/PO_0025008 ,petal margin 
http://purl.obolibrary.org/obo/PO_0025254 ,eighth order infructescence branch 
http://purl.obolibrary.org/obo/PO_0025457 ,secondary phloem sieve tube element 
http://purl.obolibrary.org/obo/PO_0006308 ,root lateral meristem 
http://purl.obolibrary.org/obo/PO_0025018 ,phyllome margin 
http://purl.obolibrary.org/obo/PO_0000036 ,leaf vascular system 
http://purl.obolibrary.org/obo/PO_0025319 ,axillary hair basal cell 
http://purl.obolibrary.org/obo/PO_0008024 ,petiole proximal end 
http://purl.obolibrary.org/obo/PO_0009057 ,extrafloral nectary 
http://purl.obolibrary.org/obo/PO_0025237 ,leaf guard cell 
http://purl.obolibrary.org/obo/PO_0020148 ,shoot apical meristem 
http://purl.obolibrary.org/obo/PO_0001011 ,A microsporogenous mass stage 
http://purl.obolibrary.org/obo/PO_0009020 ,meristem L1 layer 
http://purl.obolibrary.org/obo/PO_0006036 ,root epidermis 
http://purl.obolibrary.org/obo/PO_0004539 ,determinate nodule 
http://purl.obolibrary.org/obo/PO_0000015 ,cotyledon primordium 
http://purl.obolibrary.org/obo/PO_0004512 ,heartwood 
http://purl.obolibrary.org/obo/PO_0025370 ,seed trichome initiation stage 
http://purl.obolibrary.org/obo/PO_0001035 ,G anther dehiscence stage 
http://purl.obolibrary.org/obo/PO_0025307 ,microsporangium wall 
http://purl.obolibrary.org/obo/PO_0006325 ,inflorescence axis node 
http://purl.obolibrary.org/obo/PO_0025083 ,strobilus 
http://purl.obolibrary.org/obo/PO_0025243 ,infructescence branch 
http://purl.obolibrary.org/obo/PO_0006214 ,stem aerenchyma 
http://purl.obolibrary.org/obo/PO_0001004 ,anther development stage 
http://purl.obolibrary.org/obo/PO_0025088 ,gynoecium ridge 
http://purl.obolibrary.org/obo/PO_0025542 ,bundle sheath chlorenchyma cell 
http://purl.obolibrary.org/obo/PO_0025144 ,petal apex 
http://purl.obolibrary.org/obo/PO_0025027 ,microgametophytic cell 
http://purl.obolibrary.org/obo/PO_0005702 ,aerenchyma 
http://purl.obolibrary.org/obo/PO_0000060 ,root cortex-endodermis initial cell 
http://purl.obolibrary.org/obo/PO_0006082 ,abaxial protoderm 
http://purl.obolibrary.org/obo/PO_0025031 ,laticifer cell 
http://purl.obolibrary.org/obo/PO_0006087 ,proliferation tissue 
http://purl.obolibrary.org/obo/PO_0025504 ,fruit size up to 10% stage 
http://purl.obolibrary.org/obo/PO_0004006 ,mesophyll cell 
http://purl.obolibrary.org/obo/PO_0001083 ,inflorescence development stage 
http://purl.obolibrary.org/obo/PO_0025041 ,aerial tuber axillary vegetative bud 
http://purl.obolibrary.org/obo/PO_0000056 ,flower bud 
http://purl.obolibrary.org/obo/PO_0005019 ,carpel vascular system 
http://purl.obolibrary.org/obo/PO_0025135 ,cigar leaf lamina abaxial epidermis 
http://purl.obolibrary.org/obo/PO_0001077 ,lodicule differentiation and expansion stage 
http://purl.obolibrary.org/obo/PO_0025614 ,gemma 
http://purl.obolibrary.org/obo/PO_0009011 ,plant structure 
http://purl.obolibrary.org/obo/PO_0009014 ,dermal tissue 
http://purl.obolibrary.org/obo/PO_0030064 ,gametophore axillary hair basal cell 
http://purl.obolibrary.org/obo/PO_0000013 ,cauline leaf 
http://purl.obolibrary.org/obo/PO_0025333 ,ensiform vascular leaf 
http://purl.obolibrary.org/obo/PO_0001023 ,rapid elongation of vascular leaf lamina stage 
http://purl.obolibrary.org/obo/PO_0025468 ,secondary xylem parenchyma cell death stage of secondary xylem 
http://purl.obolibrary.org/obo/PO_0001051 ,vascular leaf initiation stage 
http://purl.obolibrary.org/obo/PO_0006201 ,interfascicular cambium 
http://purl.obolibrary.org/obo/PO_0001021 ,formation of ligule primordium stage 
http://purl.obolibrary.org/obo/PO_0025245 ,persistent sepal 
http://purl.obolibrary.org/obo/PO_0009090 ,aril 
http://purl.obolibrary.org/obo/PO_0007131 ,seedling development stage 
http://purl.obolibrary.org/obo/PO_0004530 ,tile cell 
http://purl.obolibrary.org/obo/PO_0025551 ,multicellular trichome apex 
http://purl.obolibrary.org/obo/PO_0025228 ,valve 
http://purl.obolibrary.org/obo/PO_0025130 ,cigar leaf 
http://purl.obolibrary.org/obo/PO_0007031 ,mid whole plant fruit ripening stage 
http://purl.obolibrary.org/obo/PO_0025200 ,stem stele 
http://purl.obolibrary.org/obo/PO_0009009 ,plant embryo 
http://purl.obolibrary.org/obo/PO_0009029 ,stamen 
http://purl.obolibrary.org/obo/PO_0001014 ,I first mitotic division stage 
http://purl.obolibrary.org/obo/PO_0020050 ,petiolule 
http://purl.obolibrary.org/obo/PO_0007016 ,whole plant flowering stage 
http://purl.obolibrary.org/obo/PO_0004701 ,short shoot 
http://purl.obolibrary.org/obo/PO_0025432 ,cotyledon anlagen 
http://purl.obolibrary.org/obo/PO_0008035 ,plerome 
http://purl.obolibrary.org/obo/PO_0020128 ,leaf margin 
http://purl.obolibrary.org/obo/PO_0025442 ,stem secondary thickening meristem 
http://purl.obolibrary.org/obo/PO_0030043 ,peristome tooth 
http://purl.obolibrary.org/obo/PO_0025230 ,columella 
http://purl.obolibrary.org/obo/PO_0001058 ,palea primordia visible stage 
http://purl.obolibrary.org/obo/PO_0030067 ,protonema side branch initial cell 
http://purl.obolibrary.org/obo/PO_0001003 ,vascular leaf anlagen formation stage 
http://purl.obolibrary.org/obo/PO_0025392 ,leaf lamina areole 
http://purl.obolibrary.org/obo/PO_0006078 ,primary vascular tissue 
http://purl.obolibrary.org/obo/PO_0025408 ,primary vascular tissue 
http://purl.obolibrary.org/obo/PO_0008007 ,nucellar projection 
http://purl.obolibrary.org/obo/PO_0025252 ,sixth order infructescence branch 
http://purl.obolibrary.org/obo/PO_0020009 ,ectexine 
http://purl.obolibrary.org/obo/PO_0001000 ,meristem elaboration 
http://purl.obolibrary.org/obo/PO_0025390 ,free ending veinlet 
http://purl.obolibrary.org/obo/PO_0030051 ,central strand 
http://purl.obolibrary.org/obo/PO_0008013 ,anther vascular system 
http://purl.obolibrary.org/obo/PO_0030077 ,protonemal side branch rhizoid initial cell 
http://purl.obolibrary.org/obo/PO_0025562 ,pentarch protoxylem 
http://purl.obolibrary.org/obo/PO_0025397 ,palisade mesophyll intercellular space 
http://purl.obolibrary.org/obo/PO_0030019 ,gametophore meristematic apical cell 
http://purl.obolibrary.org/obo/PO_0025287 ,seedling coleoptile 
http://purl.obolibrary.org/obo/PO_0009027 ,megasporophyll 
http://purl.obolibrary.org/obo/PO_0025437 ,shoot axis vascular cambium 
http://purl.obolibrary.org/obo/PO_0001030 ,specialization zone formation 
http://purl.obolibrary.org/obo/PO_0004514 ,growth ring 
http://purl.obolibrary.org/obo/PO_0025229 ,spore capsule valve 
http://purl.obolibrary.org/obo/PO_0007511 ,lateral root primordium formation stage 
http://purl.obolibrary.org/obo/PO_0001008 ,C callose wall formation in pollen mother cells stage 
http://purl.obolibrary.org/obo/PO_0025323 ,flower fascicle 
http://purl.obolibrary.org/obo/PO_0025011 ,bract margin 
http://purl.obolibrary.org/obo/PO_0025547 ,cauline paraclade 
http://purl.obolibrary.org/obo/PO_0007537 ,C3.2 maturation of phloem elements in root. 
http://purl.obolibrary.org/obo/PO_0025350 ,palea awn 
http://purl.obolibrary.org/obo/PO_0006052 ,petal abaxial epidermis 
http://purl.obolibrary.org/obo/PO_0007001 ,early whole plant fruit ripening stage 
http://purl.obolibrary.org/obo/PO_0005024 ,adaxial epidermis of ovary 
http://purl.obolibrary.org/obo/PO_0005003 ,shoot axis trichome 
http://purl.obolibrary.org/obo/PO_0007033 ,whole plant development stage 
http://purl.obolibrary.org/obo/PO_0020144 ,apical meristem 
http://purl.obolibrary.org/obo/PO_0025473 ,compression wood 
http://purl.obolibrary.org/obo/PO_0030047 ,hydrome 
http://purl.obolibrary.org/obo/PO_0006014 ,male archesporial cell 
http://purl.obolibrary.org/obo/PO_0025276 ,shoot procambium 
http://purl.obolibrary.org/obo/PO_0004011 ,initial cell 
http://purl.obolibrary.org/obo/PO_0030024 ,vascular shoot axis meristematic apical cell 
http://purl.obolibrary.org/obo/PO_0004547 ,subterranean shoot axis tuber 
http://purl.obolibrary.org/obo/PO_0008014 ,filament vascular system 
http://purl.obolibrary.org/obo/PO_0006221 ,articulated laticifer cell 
http://purl.obolibrary.org/obo/PO_0005415 ,endosperm parenchyma 
http://purl.obolibrary.org/obo/PO_0006302 ,tunica 
http://purl.obolibrary.org/obo/PO_0006075 ,primary phloem 
http://purl.obolibrary.org/obo/PO_0025064 ,shoot axis perimedullary zone 
http://purl.obolibrary.org/obo/PO_0007063 ,LP.07 seven leaves visible stage 
http://purl.obolibrary.org/obo/PO_0009087 ,mesocarp 
http://purl.obolibrary.org/obo/PO_0000244 ,functional megaspore 
http://purl.obolibrary.org/obo/PO_0007629 ,G eight nucleate megagametophyte stage 
http://purl.obolibrary.org/obo/PO_0006040 ,sepal epidermis 
http://purl.obolibrary.org/obo/PO_0020040 ,leaf base 
http://purl.obolibrary.org/obo/PO_0025490 ,plant ovary ovule 
http://purl.obolibrary.org/obo/PO_0009061 ,androecium 
http://purl.obolibrary.org/obo/PO_0025400 ,phyllome adaxial meristem 
http://purl.obolibrary.org/obo/PO_0003005 ,shoot-borne nodal root 
http://purl.obolibrary.org/obo/PO_0000038 ,primary endosperm cell 
http://purl.obolibrary.org/obo/PO_0025147 ,sepal base 
http://purl.obolibrary.org/obo/PO_0025046 ,shoot axis tuber epidermis 
http://purl.obolibrary.org/obo/PO_0025563 ,polyarch protoxylem 
http://purl.obolibrary.org/obo/PO_0001074 ,N second mitotic division stage in germinating pollen 
http://purl.obolibrary.org/obo/PO_0025325 ,wing petal 
http://purl.obolibrary.org/obo/PO_0000005 ,cultured plant cell 
http://purl.obolibrary.org/obo/PO_0000076 ,chlorenchyma cell 
http://purl.obolibrary.org/obo/PO_0007073 ,2 formation of axillary shoot stage 
http://purl.obolibrary.org/obo/PO_0004534 ,ray secondary xylem parenchyma 
http://purl.obolibrary.org/obo/PO_0003003 ,obsolete primary root elongation zone 
http://purl.obolibrary.org/obo/PO_0025053 ,subterranean tuber pith 
http://purl.obolibrary.org/obo/PO_0025481 ,leaflet primordium 
http://purl.obolibrary.org/obo/PO_0025611 ,stem tegument layer 
http://purl.obolibrary.org/obo/PO_0007093 ,2.05 main shoot and axillary shoots visible at five nodes stage 
http://purl.obolibrary.org/obo/PO_0025060 ,lamina 
http://purl.obolibrary.org/obo/PO_0007523 ,establishment of initial cells 
http://purl.obolibrary.org/obo/PO_0006501 ,leaf abscission zone 
http://purl.obolibrary.org/obo/PO_0030050 ,stereome 
http://purl.obolibrary.org/obo/PO_0005004 ,shoot axis node 
http://purl.obolibrary.org/obo/PO_0025337 ,life of whole plant stage 
http://purl.obolibrary.org/obo/PO_0021003 ,calyx relationship 
http://purl.obolibrary.org/obo/PO_0020020 ,nucellus 
http://purl.obolibrary.org/obo/PO_0020012 ,sexine 
http://purl.obolibrary.org/obo/PO_0000301 ,tracheid 
http://purl.obolibrary.org/obo/PO_0008002 ,fruit proximal end 
http://purl.obolibrary.org/obo/PO_0030020 ,gametophore axis 
http://purl.obolibrary.org/obo/PO_0025610 ,stem hypodermis 
http://purl.obolibrary.org/obo/PO_0006009 ,anther wall outer secondary parietal cell layer 
http://purl.obolibrary.org/obo/PO_0009022 ,meristem L3 layer 
http://purl.obolibrary.org/obo/PO_0025533 ,prothallial cell 
http://purl.obolibrary.org/obo/PO_0025250 ,leaf sheath abaxial epidermis 
http://purl.obolibrary.org/obo/PO_0025464 ,cell expansion stage of secondary xylem 
http://purl.obolibrary.org/obo/PO_0025178 ,stem epidermis 
http://purl.obolibrary.org/obo/PO_0009016 ,ground tissue 
http://purl.obolibrary.org/obo/PO_0000037 ,shoot apex 
http://purl.obolibrary.org/obo/PO_0005023 ,abaxial epidermis of ovary 
http://purl.obolibrary.org/obo/PO_0003019 ,central root cap of lateral root 
http://purl.obolibrary.org/obo/PO_0006503 ,fruit abscission zone 
http://purl.obolibrary.org/obo/PO_0006311 ,tassel sessile spikelet 
http://purl.obolibrary.org/obo/PO_0009035 ,nectary 
http://purl.obolibrary.org/obo/PO_0025427 ,secondary xylem development stage 
http://purl.obolibrary.org/obo/PO_0025410 ,axial system 
http://purl.obolibrary.org/obo/PO_0006065 ,hypocotyl endodermis 
http://purl.obolibrary.org/obo/PO_0003024 ,stolon 
http://purl.obolibrary.org/obo/PO_0025191 ,leaf adaxial stomatal complex 
http://purl.obolibrary.org/obo/PO_0009082 ,spikelet floret 
http://purl.obolibrary.org/obo/PO_0025597 ,ear infructescence 
http://purl.obolibrary.org/obo/PO_0000256 ,root hair cell 
http://purl.obolibrary.org/obo/PO_0005051 ,hypodermis 
