entity_uri ,entity_name 
http://purl.obolibrary.org/obo/PO_0007075 ,5.02 20% of inflorescence emerged. 
http://purl.obolibrary.org/obo/PO_0006079 ,shoot system meristem 
http://purl.obolibrary.org/obo/PO_0006086 ,accessory transfusion tissue 
http://purl.obolibrary.org/obo/PO_0025569 ,free petal 
http://purl.obolibrary.org/obo/PO_0006072 ,sepal mesophyll 
http://purl.obolibrary.org/obo/PO_0025292 ,embryo epicotyl 
http://purl.obolibrary.org/obo/PO_0025380 ,leaf mesophyll intercellular space 
http://purl.obolibrary.org/obo/PO_0005645 ,leaf mesophyll 
http://purl.obolibrary.org/obo/PO_0000011 ,cultured somatic plant embryo 
http://purl.obolibrary.org/obo/PO_0006069 ,petal parenchyma 
http://purl.obolibrary.org/obo/PO_0025247 ,persistent stamen 
http://purl.obolibrary.org/obo/PO_0025509 ,archegonium central cell 
http://purl.obolibrary.org/obo/PO_0030090 ,root periderm scar 
http://purl.obolibrary.org/obo/PO_0000309 ,nectary parenchyma 
http://purl.obolibrary.org/obo/PO_0025503 ,fruit initiation stage 
http://purl.obolibrary.org/obo/PO_0025615 ,rosette 
http://purl.obolibrary.org/obo/PO_0007099 ,SE.97 flag leaf visible stage 
http://purl.obolibrary.org/obo/PO_0025125 ,antheridium 
http://purl.obolibrary.org/obo/PO_0020044 ,hyperphyll 
http://purl.obolibrary.org/obo/PO_0025494 ,pericyclic lateral root 
http://purl.obolibrary.org/obo/PO_0007043 ,hypocotyl emergence stage 
http://purl.obolibrary.org/obo/PO_0020097 ,generative cell 
http://purl.obolibrary.org/obo/PO_0025216 ,bract stomatal complex 
http://purl.obolibrary.org/obo/PO_0004504 ,ovule differentiation and expansion stage 
http://purl.obolibrary.org/obo/PO_0020094 ,plant egg cell 
http://purl.obolibrary.org/obo/PO_0025234 ,phyllome stomatal pore 
http://purl.obolibrary.org/obo/PO_0020075 ,mericarp 
http://purl.obolibrary.org/obo/PO_0025415 ,sieve cell 
http://purl.obolibrary.org/obo/PO_0025283 ,antheridium microgametophyte 
http://purl.obolibrary.org/obo/PO_0020045 ,pinnate leaf 
http://purl.obolibrary.org/obo/PO_0006351 ,lower floret of sessile spikelet of ear 
http://purl.obolibrary.org/obo/PO_0025366 ,leaf rachis tendril 
http://purl.obolibrary.org/obo/PO_0007103 ,LP.10 ten leaves visible stage 
http://purl.obolibrary.org/obo/PO_0006319 ,spikelet pedicel 
http://purl.obolibrary.org/obo/PO_0009004 ,gametophyte 
http://purl.obolibrary.org/obo/PO_0025108 ,sixth order inflorescence branch 
http://purl.obolibrary.org/obo/PO_0030066 ,archegonium neck canal 
http://purl.obolibrary.org/obo/PO_0025405 ,leaf marginal meristem 
http://purl.obolibrary.org/obo/PO_0025133 ,petiole canal 
http://purl.obolibrary.org/obo/PO_0006020 ,lateral root apical meristem 
http://purl.obolibrary.org/obo/PO_0025095 ,root parenchyma 
http://purl.obolibrary.org/obo/PO_0001012 ,G early unicellular microspore stage 
http://purl.obolibrary.org/obo/PO_0025097 ,stamen epidermis 
http://purl.obolibrary.org/obo/PO_0005599 ,cork cambium 
http://purl.obolibrary.org/obo/PO_0000050 ,leaf lamina adaxial epidermis 
http://purl.obolibrary.org/obo/PO_0025306 ,sporangium wall 
http://purl.obolibrary.org/obo/PO_0025100 ,shoot axis internode elongation zone 
http://purl.obolibrary.org/obo/PO_0020010 ,endexine 
http://purl.obolibrary.org/obo/PO_0006081 ,primary root apical meristem 
http://purl.obolibrary.org/obo/PO_0025219 ,sepal stomatal complex 
http://purl.obolibrary.org/obo/PO_0007506 ,primary root primordium formation stage 
http://purl.obolibrary.org/obo/PO_0007004 ,3 rapid growth stage 
http://purl.obolibrary.org/obo/PO_0025458 ,transfer companion cell 
http://purl.obolibrary.org/obo/PO_0025207 ,tepal vascular system 
http://purl.obolibrary.org/obo/PO_0025495 ,non-pericyclic lateral root 
http://purl.obolibrary.org/obo/PO_0030017 ,spore capsule mouth 
http://purl.obolibrary.org/obo/PO_0025420 ,septate libriform fiber cell 
http://purl.obolibrary.org/obo/PO_0004002 ,contact cell 
http://purl.obolibrary.org/obo/PO_0004519 ,phloem fiber cell 
http://purl.obolibrary.org/obo/PO_0007127 ,7.04 fruit size 40% 
http://purl.obolibrary.org/obo/PO_0000041 ,epidermal cork cell 
http://purl.obolibrary.org/obo/PO_0001053 ,vascular leaf post-expansion stage 
http://purl.obolibrary.org/obo/PO_0006307 ,root procambium 
http://purl.obolibrary.org/obo/PO_0009106 ,tassel meristem 
http://purl.obolibrary.org/obo/PO_0007054 ,epicotyl emergence stage 
http://purl.obolibrary.org/obo/PO_0025021 ,collective tepal structure 
http://purl.obolibrary.org/obo/PO_0006212 ,protective layer 
http://purl.obolibrary.org/obo/PO_0025530 ,reproductive shoot system development stage 
http://purl.obolibrary.org/obo/PO_0020061 ,coma 
http://purl.obolibrary.org/obo/PO_0021004 ,inflorescence initiation stage 
http://purl.obolibrary.org/obo/PO_0003020 ,lateral root cap of lateral root 
http://purl.obolibrary.org/obo/PO_0020101 ,stomium 
http://purl.obolibrary.org/obo/PO_0007015 ,radicle emergence stage 
http://purl.obolibrary.org/obo/PO_0008005 ,fruit nucellus 
http://purl.obolibrary.org/obo/PO_0025120 ,antheridium sperm cell 
http://purl.obolibrary.org/obo/PO_0006390 ,rachilla of pedicellate spikelet of tassel 
http://purl.obolibrary.org/obo/PO_0006376 ,tassel apical meristem 
http://purl.obolibrary.org/obo/PO_0000022 ,plant cuticle 
http://purl.obolibrary.org/obo/PO_0009033 ,tepal 
http://purl.obolibrary.org/obo/PO_0008022 ,quaternary leaf vein 
http://purl.obolibrary.org/obo/PO_0000373 ,mucilage cell 
http://purl.obolibrary.org/obo/PO_0000283 ,idioblast 
http://purl.obolibrary.org/obo/PO_0025512 ,corolla spur 
http://purl.obolibrary.org/obo/PO_0007072 ,LP.18 eighteen leaves visible stage 
http://purl.obolibrary.org/obo/PO_0007032 ,whole plant fruit formation stage up to 10% 
http://purl.obolibrary.org/obo/PO_0020125 ,elongation zone 
http://purl.obolibrary.org/obo/PO_0025577 ,epicalyx bract 
http://purl.obolibrary.org/obo/PO_0000010 ,cultured plant embryo 
http://purl.obolibrary.org/obo/PO_0025072 ,axillary reproductive bud 
http://purl.obolibrary.org/obo/PO_0004003 ,phellem 
http://purl.obolibrary.org/obo/PO_0006203 ,pericycle 
http://purl.obolibrary.org/obo/PO_0020132 ,columella root cap cell 
http://purl.obolibrary.org/obo/PO_0025162 ,multicellular trichome 
http://purl.obolibrary.org/obo/PO_0025492 ,pericyclic lateral root primordium 
http://purl.obolibrary.org/obo/PO_0000079 ,fusiform initial cell 
http://purl.obolibrary.org/obo/PO_0005598 ,vascular cambium 
http://purl.obolibrary.org/obo/PO_0025290 ,embryo hypocotyl 
http://purl.obolibrary.org/obo/PO_0020055 ,leaf rachis 
http://purl.obolibrary.org/obo/PO_0025098 ,bract trichome 
http://purl.obolibrary.org/obo/PO_0005052 ,plant callus 
http://purl.obolibrary.org/obo/PO_0020121 ,lateral root 
http://purl.obolibrary.org/obo/PO_0008044 ,floral stomatal complex 
http://purl.obolibrary.org/obo/PO_0007068 ,mid rosette growth stage 
http://purl.obolibrary.org/obo/PO_0025174 ,spine stipule 
http://purl.obolibrary.org/obo/PO_0025264 ,anther locule 
http://purl.obolibrary.org/obo/PO_0004717 ,long cell 
http://purl.obolibrary.org/obo/PO_0025385 ,cutin 
http://purl.obolibrary.org/obo/PO_0020025 ,plant ovule micropyle 
http://purl.obolibrary.org/obo/PO_0025286 ,plant embryo coleoptile 
http://purl.obolibrary.org/obo/PO_0000289 ,sieve tube element 
http://purl.obolibrary.org/obo/PO_0025212 ,leaf pavement cell 
http://purl.obolibrary.org/obo/PO_0025448 ,primary xylem vessel member 
http://purl.obolibrary.org/obo/PO_0004522 ,outer vascular cambium 
http://purl.obolibrary.org/obo/PO_0008011 ,embryo vascular system 
http://purl.obolibrary.org/obo/PO_0020049 ,leaflet 
http://purl.obolibrary.org/obo/PO_0008027 ,petiole adaxial epidermis 
http://purl.obolibrary.org/obo/PO_0025058 ,perimedullary zone 
http://purl.obolibrary.org/obo/PO_0030038 ,venter 
http://purl.obolibrary.org/obo/PO_0030056 ,archesporial cell 
http://purl.obolibrary.org/obo/PO_0025322 ,hydathode pore 
http://purl.obolibrary.org/obo/PO_0025297 ,seedling radicle 
http://purl.obolibrary.org/obo/PO_0000019 ,gynoecium primordium 
http://purl.obolibrary.org/obo/PO_0020015 ,sculpture elements 
http://purl.obolibrary.org/obo/PO_0025311 ,microsporangium exothecium 
http://purl.obolibrary.org/obo/PO_0009089 ,endosperm 
http://purl.obolibrary.org/obo/PO_0005849 ,primary xylem 
http://purl.obolibrary.org/obo/PO_0025170 ,root prickle 
http://purl.obolibrary.org/obo/PO_0020037 ,mesocotyl 
http://purl.obolibrary.org/obo/PO_0001081 ,mature plant embryo stage 
http://purl.obolibrary.org/obo/PO_0007022 ,seed imbibition stage 
http://purl.obolibrary.org/obo/PO_0007035 ,7-8 fruit formation and maturation 
http://purl.obolibrary.org/obo/PO_0020106 ,leaf sheath auricle 
http://purl.obolibrary.org/obo/PO_0025034 ,leaf 
http://purl.obolibrary.org/obo/PO_0000224 ,central zone 
http://purl.obolibrary.org/obo/PO_0020110 ,scutellum 
http://purl.obolibrary.org/obo/PO_0025496 ,multi-tissue plant structure 
http://purl.obolibrary.org/obo/PO_0025573 ,non-vascular leaf development stage 
http://purl.obolibrary.org/obo/PO_0000226 ,rib zone 
http://purl.obolibrary.org/obo/PO_0025334 ,terete vascular leaf 
http://purl.obolibrary.org/obo/PO_0009084 ,pericarp 
http://purl.obolibrary.org/obo/PO_0025179 ,branch epidermis 
http://purl.obolibrary.org/obo/PO_0004505 ,fertilized ovule stage 
http://purl.obolibrary.org/obo/PO_0020026 ,chalaza 
http://purl.obolibrary.org/obo/PO_0008037 ,seedling 
http://purl.obolibrary.org/obo/PO_0025360 ,ceonosorus 
http://purl.obolibrary.org/obo/PO_0021002 ,calyx absolute size 
http://purl.obolibrary.org/obo/PO_0020056 ,tegmen 
http://purl.obolibrary.org/obo/PO_0007098 ,LP.02 two leaves visible stage 
http://purl.obolibrary.org/obo/PO_0020058 ,perisperm 
http://purl.obolibrary.org/obo/PO_0025199 ,branch stele 
http://purl.obolibrary.org/obo/PO_0008042 ,stem internode differentiation zone 
http://purl.obolibrary.org/obo/PO_0000353 ,passage cell 
http://purl.obolibrary.org/obo/PO_0000349 ,epidermal initial cell 
http://purl.obolibrary.org/obo/PO_0025394 ,pappus element 
http://purl.obolibrary.org/obo/PO_0004507 ,plant embryo bilateral stage 
http://purl.obolibrary.org/obo/PO_0019023 ,strophiole 
http://purl.obolibrary.org/obo/PO_0005007 ,non-articulated laticifer 
http://purl.obolibrary.org/obo/PO_0000225 ,peripheral zone 
http://purl.obolibrary.org/obo/PO_0006218 ,exotegmen 
http://purl.obolibrary.org/obo/PO_0009000 ,pulvinus 
http://purl.obolibrary.org/obo/PO_0004500 ,formation of vascular leaflet primordia stage 
http://purl.obolibrary.org/obo/PO_0025092 ,dehiscence zone 
http://purl.obolibrary.org/obo/PO_0007125 ,6.04 40% of flowers open 
http://purl.obolibrary.org/obo/PO_0025332 ,disk flower 
http://purl.obolibrary.org/obo/PO_0025236 ,phyllome guard cell 
http://purl.obolibrary.org/obo/PO_0001031 ,4 root elongation stage 
http://purl.obolibrary.org/obo/PO_0004004 ,epithelium cell 
http://purl.obolibrary.org/obo/PO_0025192 ,tepal abaxial epidermis 
http://purl.obolibrary.org/obo/PO_0025231 ,spore capsule columella 
http://purl.obolibrary.org/obo/PO_0025441 ,root cambial zone 
http://purl.obolibrary.org/obo/PO_0025528 ,bud development stage 
http://purl.obolibrary.org/obo/PO_0030036 ,archegonium stalk 
http://purl.obolibrary.org/obo/PO_0025248 ,pseudostem 
http://purl.obolibrary.org/obo/PO_0025491 ,ovuliferous scale ovule 
http://purl.obolibrary.org/obo/PO_0001098 ,formation of starchy endosperm 
http://purl.obolibrary.org/obo/PO_0006417 ,tassel peduncle 
http://purl.obolibrary.org/obo/PO_0025185 ,leaf lamina stomatal complex 
http://purl.obolibrary.org/obo/PO_0007028 ,BO.04 flag leaf sheath opening stage 
http://purl.obolibrary.org/obo/PO_0020003 ,plant ovule 
http://purl.obolibrary.org/obo/PO_0009101 ,long lateral tassel branch 
http://purl.obolibrary.org/obo/PO_0007621 ,megagametophyte development stage 
http://purl.obolibrary.org/obo/PO_0025123 ,embryo sac egg cell 
http://purl.obolibrary.org/obo/PO_0025373 ,seed trichome maturation stage 
http://purl.obolibrary.org/obo/PO_0008012 ,stigma vascular system 
http://purl.obolibrary.org/obo/PO_0006436 ,rachilla of sessile spikelet of ear 
http://purl.obolibrary.org/obo/PO_0025465 ,secondary cell wall formation stage of secondary xylem 
http://purl.obolibrary.org/obo/PO_0004705 ,stamen primordium 
http://purl.obolibrary.org/obo/PO_0000049 ,leaf lamina abaxial epidermis 
http://purl.obolibrary.org/obo/PO_0004713 ,terminal bud 
http://purl.obolibrary.org/obo/PO_0007003 ,IL.03 full inflorescence length reached stage 
http://purl.obolibrary.org/obo/PO_0006045 ,outer integument epidermis 
http://purl.obolibrary.org/obo/PO_0006010 ,primary parietal cell 
http://purl.obolibrary.org/obo/PO_0006002 ,lower glume 
http://purl.obolibrary.org/obo/PO_0007625 ,C tetrad of megaspores stage 
http://purl.obolibrary.org/obo/PO_0006300 ,obsolete plant structure 
http://purl.obolibrary.org/obo/PO_0025598 ,pistillate inflorescence 
http://purl.obolibrary.org/obo/PO_0000008 ,root-derived cultured plant cell 
http://purl.obolibrary.org/obo/PO_0025176 ,stem trichome 
http://purl.obolibrary.org/obo/PO_0005031 ,microsporangiate strobilus 
http://purl.obolibrary.org/obo/PO_0020102 ,portion of transmitting tissue 
http://purl.obolibrary.org/obo/PO_0025455 ,primary phloem sieve tube element 
http://purl.obolibrary.org/obo/PO_0025172 ,thorn 
http://purl.obolibrary.org/obo/PO_0006439 ,upper glume of pedicellate spikelet of ear 
http://purl.obolibrary.org/obo/PO_0006344 ,shoot lateral meristem 
http://purl.obolibrary.org/obo/PO_0025003 ,tuber axillary shoot 
http://purl.obolibrary.org/obo/PO_0025225 ,bract axil 
http://purl.obolibrary.org/obo/PO_0000262 ,trichoblast 
http://purl.obolibrary.org/obo/PO_0025154 ,bract apex 
http://purl.obolibrary.org/obo/PO_0025126 ,archegonium 
http://purl.obolibrary.org/obo/PO_0001045 ,fully expanded sepal stage 
http://purl.obolibrary.org/obo/PO_0025157 ,phyllome epidermis 
http://purl.obolibrary.org/obo/PO_0025339 ,plant organ development stage 
http://purl.obolibrary.org/obo/PO_0001032 ,E anther wall tapetum degeneration initiated stage 
http://purl.obolibrary.org/obo/PO_0007520 ,root development stage 
http://purl.obolibrary.org/obo/PO_0005014 ,embryo cortex 
http://purl.obolibrary.org/obo/PO_0030078 ,rhizoid 
http://purl.obolibrary.org/obo/PO_0025438 ,root vascular cambium 
http://purl.obolibrary.org/obo/PO_0030070 ,paraphysis 
http://purl.obolibrary.org/obo/PO_0006360 ,ear spikelet pair meristem 
http://purl.obolibrary.org/obo/PO_0020084 ,pyrene 
http://purl.obolibrary.org/obo/PO_0025476 ,tuberous root tuber 
http://purl.obolibrary.org/obo/PO_0025202 ,microsporangium 
http://purl.obolibrary.org/obo/PO_0025586 ,phyllome founder cell 
http://purl.obolibrary.org/obo/PO_0006343 ,axillary shoot system 
http://purl.obolibrary.org/obo/PO_0005427 ,sclerenchyma 
http://purl.obolibrary.org/obo/PO_0000058 ,vegetative bud 
http://purl.obolibrary.org/obo/PO_0005029 ,root primordium 
http://purl.obolibrary.org/obo/PO_0006008 ,anther wall inner secondary parietal cell layer 
http://purl.obolibrary.org/obo/PO_0001048 ,palea development stage 
http://purl.obolibrary.org/obo/PO_0025399 ,leaf substomatal cavity 
http://purl.obolibrary.org/obo/PO_0001009 ,D pollen mother cell meiosis stage 
http://purl.obolibrary.org/obo/PO_0007531 ,F1 root hair initiation 
http://purl.obolibrary.org/obo/PO_0000063 ,leaf procambial cell 
http://purl.obolibrary.org/obo/PO_0025012 ,cotyledon margin 
http://purl.obolibrary.org/obo/PO_0025206 ,phyllome vascular system 
http://purl.obolibrary.org/obo/PO_0004721 ,paraclade cortex 
http://purl.obolibrary.org/obo/PO_0025357 ,pneumatophore 
http://purl.obolibrary.org/obo/PO_0025617 ,carpel abaxial epidermis 
http://purl.obolibrary.org/obo/PO_0005706 ,lysigenous aerenchyma 
http://purl.obolibrary.org/obo/PO_0004523 ,included vascular cambium 
http://purl.obolibrary.org/obo/PO_0007108 ,SE.07 seven nodes or internodes visible stage 
http://purl.obolibrary.org/obo/PO_0006044 ,inner integument epidermis 
http://purl.obolibrary.org/obo/PO_0025299 ,calyptra perianth 
http://purl.obolibrary.org/obo/PO_0020066 ,fleshy fruit 
http://purl.obolibrary.org/obo/PO_0007616 ,flowering stage 
http://purl.obolibrary.org/obo/PO_0006057 ,cotyledon abaxial epidermis 
http://purl.obolibrary.org/obo/PO_0025127 ,primordium 
http://purl.obolibrary.org/obo/PO_0001040 ,dry seed stage 
http://purl.obolibrary.org/obo/PO_0007081 ,early rosette growth stage 
http://purl.obolibrary.org/obo/PO_0007044 ,BO.02 mid boot stage 
http://purl.obolibrary.org/obo/PO_0001020 ,hood-shaped primordium stage 
http://purl.obolibrary.org/obo/PO_0000024 ,filiform apparatus 
http://purl.obolibrary.org/obo/PO_0006219 ,endotegmen 
http://purl.obolibrary.org/obo/PO_0025145 ,sepal apex 
http://purl.obolibrary.org/obo/PO_0007104 ,LP.15 fifteen leaves visible stage 
http://purl.obolibrary.org/obo/PO_0025541 ,bundle sheath cell 
http://purl.obolibrary.org/obo/PO_0007037 ,inflorescence bifurcation stage 
http://purl.obolibrary.org/obo/PO_0020057 ,testa 
http://purl.obolibrary.org/obo/PO_0025047 ,aerial tuber epidermis 
http://purl.obolibrary.org/obo/PO_0008023 ,higher order leaf vein 
http://purl.obolibrary.org/obo/PO_0006024 ,parenchyma sheath 
http://purl.obolibrary.org/obo/PO_0009069 ,anther theca 
http://purl.obolibrary.org/obo/PO_0025581 ,fused corolla 
http://purl.obolibrary.org/obo/PO_0025344 ,gametophore reproductive whole plant development stage 
http://purl.obolibrary.org/obo/PO_0020013 ,tectum 
http://purl.obolibrary.org/obo/PO_0007607 ,sepal primordium visible stage 
http://purl.obolibrary.org/obo/PO_0025238 ,abaxial petiole canal 
http://purl.obolibrary.org/obo/PO_0025167 ,leaf papilla cell 
http://purl.obolibrary.org/obo/PO_0025109 ,seventh order inflorescence branch 
http://purl.obolibrary.org/obo/PO_0025213 ,leaf abaxial pavement cell 
http://purl.obolibrary.org/obo/PO_0006062 ,style epidermis 
http://purl.obolibrary.org/obo/PO_0025116 ,fifth order infructescence branch 
http://purl.obolibrary.org/obo/PO_0006070 ,mesophyll 
http://purl.obolibrary.org/obo/PO_0004513 ,sapwood 
http://purl.obolibrary.org/obo/PO_0000054 ,petal vascular system 
http://purl.obolibrary.org/obo/PO_0007519 ,5 root hair formation stage 
http://purl.obolibrary.org/obo/PO_0004521 ,septate fiber cell 
http://purl.obolibrary.org/obo/PO_0006371 ,upper glume of ear spikelet 
http://purl.obolibrary.org/obo/PO_0025001 ,cardinal organ part 
http://purl.obolibrary.org/obo/PO_0025431 ,vascular leaf anlagen 
http://purl.obolibrary.org/obo/PO_0000146 ,abscission zone 
http://purl.obolibrary.org/obo/PO_0025026 ,embryo sac cell 
http://purl.obolibrary.org/obo/PO_0025378 ,arillode 
http://purl.obolibrary.org/obo/PO_0025411 ,ray system 
http://purl.obolibrary.org/obo/PO_0003011 ,root vascular system 
http://purl.obolibrary.org/obo/PO_0008036 ,periblem 
http://purl.obolibrary.org/obo/PO_0007608 ,petal primordium visible stage 
http://purl.obolibrary.org/obo/PO_0025251 ,leaf sheath adaxial epidermis 
http://purl.obolibrary.org/obo/PO_0030079 ,protonemal rhizoid 
http://purl.obolibrary.org/obo/PO_0025040 ,shoot axis tuber axillary vegetative bud 
http://purl.obolibrary.org/obo/PO_0025189 ,petiole stomatal complex 
http://purl.obolibrary.org/obo/PO_0007045 ,coleoptile emergence stage 
http://purl.obolibrary.org/obo/PO_0025446 ,primary xylem tracheid 
http://purl.obolibrary.org/obo/PO_0025522 ,tuber 
http://purl.obolibrary.org/obo/PO_0025028 ,embryo plant cell 
http://purl.obolibrary.org/obo/PO_0006216 ,internal phloem 
http://purl.obolibrary.org/obo/PO_0025033 ,leptoid 
http://purl.obolibrary.org/obo/PO_0030053 ,antheridium jacket layer 
http://purl.obolibrary.org/obo/PO_0006003 ,scale leaf 
http://purl.obolibrary.org/obo/PO_0007610 ,sepals 100% of final size 
http://purl.obolibrary.org/obo/PO_0006054 ,sepal abaxial epidermis 
http://purl.obolibrary.org/obo/PO_0025362 ,leaflet tendril 
http://purl.obolibrary.org/obo/PO_0007622 ,integument initiation stage 
http://purl.obolibrary.org/obo/PO_0007526 ,F2 root hair elongation 
http://purl.obolibrary.org/obo/PO_0025546 ,accessory paraclade 
http://purl.obolibrary.org/obo/PO_0007613 ,stamen primordium visible stage 
http://purl.obolibrary.org/obo/PO_0005041 ,shoot axis pith 
http://purl.obolibrary.org/obo/PO_0006213 ,root aerenchyma 
http://purl.obolibrary.org/obo/PO_0009025 ,vascular leaf 
http://purl.obolibrary.org/obo/PO_0004506 ,developing seed stage 
http://purl.obolibrary.org/obo/PO_0006089 ,anther primordium 
http://purl.obolibrary.org/obo/PO_0006333 ,seed chalaza 
http://purl.obolibrary.org/obo/PO_0025463 ,cell division stage of secondary xylem 
http://purl.obolibrary.org/obo/PO_0004501 ,gynoecium differentiation and expansion stage 
http://purl.obolibrary.org/obo/PO_0001079 ,fully expanded lodicule stage 
http://purl.obolibrary.org/obo/PO_0007030 ,seedling shoot emergence stage 
http://purl.obolibrary.org/obo/PO_0005027 ,root syncytium cell 
http://purl.obolibrary.org/obo/PO_0007065 ,LP.05 five leaves visible stage 
http://purl.obolibrary.org/obo/PO_0009002 ,plant cell 
http://purl.obolibrary.org/obo/PO_0007601 ,floral organ meristem development stage 
http://purl.obolibrary.org/obo/PO_0000207 ,nectary epidermis 
http://purl.obolibrary.org/obo/PO_0028002 ,sporophyte development stage 
http://purl.obolibrary.org/obo/PO_0005001 ,basal axillary shoot system 
http://purl.obolibrary.org/obo/PO_0006332 ,seed funicle 
http://purl.obolibrary.org/obo/PO_0020027 ,raphe 
http://purl.obolibrary.org/obo/PO_0025023 ,collective phyllome structure 
http://purl.obolibrary.org/obo/PO_0007600 ,floral organ differentiation stage 
http://purl.obolibrary.org/obo/PO_0025044 ,aerial tuber periderm 
http://purl.obolibrary.org/obo/PO_0025599 ,pistillate flower 
http://purl.obolibrary.org/obo/PO_0000423 ,plant zygote 
http://purl.obolibrary.org/obo/PO_0025461 ,early wood tracheary element 
http://purl.obolibrary.org/obo/PO_0000293 ,guard cell 
http://purl.obolibrary.org/obo/PO_0025595 ,shoot system ground meristem 
http://purl.obolibrary.org/obo/PO_0025367 ,prophyll tendril 
http://purl.obolibrary.org/obo/PO_0000198 ,free nuclear endosperm 
http://purl.obolibrary.org/obo/PO_0006348 ,ear pedicellate spikelet 
http://purl.obolibrary.org/obo/PO_0025051 ,aerial tuber interfascicular region 
http://purl.obolibrary.org/obo/PO_0025309 ,microsporangium endothecium 
http://purl.obolibrary.org/obo/PO_0020086 ,multiple fruit 
http://purl.obolibrary.org/obo/PO_0030028 ,perigonial bract 
http://purl.obolibrary.org/obo/PO_0025111 ,ninth or higher order inflorescence branch 
http://purl.obolibrary.org/obo/PO_0006042 ,velamen 
http://purl.obolibrary.org/obo/PO_0025070 ,subterranean tuber axillary bud meristem 
http://purl.obolibrary.org/obo/PO_0025538 ,plant sap 
http://purl.obolibrary.org/obo/PO_0025358 ,pneumatorhiza 
http://purl.obolibrary.org/obo/PO_0006019 ,leaf abaxial epidermis 
http://purl.obolibrary.org/obo/PO_0004722 ,pedicel cortex 
http://purl.obolibrary.org/obo/PO_0025501 ,fruit formation stage 
http://purl.obolibrary.org/obo/PO_0006437 ,lower glume of pedicellate spikelet of ear 
http://purl.obolibrary.org/obo/PO_0001028 ,elongation zone formation 
http://purl.obolibrary.org/obo/PO_0025005 ,organ margin 
http://purl.obolibrary.org/obo/PO_0005679 ,epidermis 
http://purl.obolibrary.org/obo/PO_0007126 ,7.02 fruit size 20% 
http://purl.obolibrary.org/obo/PO_0009055 ,bract 
http://purl.obolibrary.org/obo/PO_0030086 ,protonema sub-apical initial cell 
http://purl.obolibrary.org/obo/PO_0001005 ,A archesporial cells visible stage 
http://purl.obolibrary.org/obo/PO_0000017 ,vascular leaf primordium 
http://purl.obolibrary.org/obo/PO_0025038 ,subterranean tuber storage parenchyma 
http://purl.obolibrary.org/obo/PO_0006347 ,stem intercalary meristem 
http://purl.obolibrary.org/obo/PO_0000431 ,megasporocyte 
http://purl.obolibrary.org/obo/PO_0007088 ,2.04 main shoot and axillary shoots visible at four nodes stage 
http://purl.obolibrary.org/obo/PO_0025434 ,petiole vascular bundle 
http://purl.obolibrary.org/obo/PO_0025391 ,phyllome lamina areole 
http://purl.obolibrary.org/obo/PO_0025049 ,subterranean tuber interfascicular region 
http://purl.obolibrary.org/obo/PO_0025288 ,embryo coleorhiza 
http://purl.obolibrary.org/obo/PO_0025433 ,root anlagen 
http://purl.obolibrary.org/obo/PO_0006073 ,intercalary meristem 
http://purl.obolibrary.org/obo/PO_0006025 ,mestome sheath 
http://purl.obolibrary.org/obo/PO_0025164 ,root epidermal cell 
http://purl.obolibrary.org/obo/PO_0000026 ,primary root tip 
http://purl.obolibrary.org/obo/PO_0007060 ,obsolete growth and development terms 
http://purl.obolibrary.org/obo/PO_0009083 ,reproductive structures 
http://purl.obolibrary.org/obo/PO_0007047 ,whole plant inflorescence detectable stage 
http://purl.obolibrary.org/obo/PO_0025013 ,prophyll margin 
http://purl.obolibrary.org/obo/PO_0025045 ,subterranean tuber periderm 
http://purl.obolibrary.org/obo/PO_0004528 ,upright ray secondary xylem parenchyma cell 
http://purl.obolibrary.org/obo/PO_0006389 ,rachilla of sessile spikelet of tassel 
http://purl.obolibrary.org/obo/PO_0020149 ,quiescent center 
http://purl.obolibrary.org/obo/PO_0025019 ,carpel margin 
http://purl.obolibrary.org/obo/PO_0000053 ,petiole cortex 
http://purl.obolibrary.org/obo/PO_0025498 ,cardinal part of multi-tissue plant structure 
http://purl.obolibrary.org/obo/PO_0020051 ,stipel 
http://purl.obolibrary.org/obo/PO_0025475 ,coleorhiza emergence stage 
http://purl.obolibrary.org/obo/PO_0008043 ,floral epidermis 
http://purl.obolibrary.org/obo/PO_0025186 ,phyllome trichome 
http://purl.obolibrary.org/obo/PO_0025401 ,vascular leaf adaxial meristem 
http://purl.obolibrary.org/obo/PO_0020093 ,antipodal cell 
http://purl.obolibrary.org/obo/PO_0025422 ,gelatinous fiber cell 
http://purl.obolibrary.org/obo/PO_0005028 ,inflorescence vascular system 
http://purl.obolibrary.org/obo/PO_0004502 ,closure of carpel(s) stage 
http://purl.obolibrary.org/obo/PO_0004535 ,fruit placenta 
http://purl.obolibrary.org/obo/PO_0007050 ,late whole plant fruit ripening stage 
http://purl.obolibrary.org/obo/PO_0004537 ,nucellar plant embryo 
http://purl.obolibrary.org/obo/PO_0020063 ,hilum 
http://purl.obolibrary.org/obo/PO_0020141 ,stem node 
http://purl.obolibrary.org/obo/PO_0001002 ,fruit development stage 
http://purl.obolibrary.org/obo/PO_0001017 ,M germinated pollen stage 
http://purl.obolibrary.org/obo/PO_0025059 ,portion of ground tissue 
http://purl.obolibrary.org/obo/PO_0005060 ,leaf endodermis 
