 "entity_uri" , "entity_name" , "syn" ,
 "http://purl.obolibrary.org/obo/PO_0007057" , "seed germination stage" , "0 Germination in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0000115" , "socket cell" , "trichome support cell" ,
 "http://purl.obolibrary.org/obo/PO_0000115" , "socket cell" , "cell located at the base of the trichome" ,
 "http://purl.obolibrary.org/obo/PO_0009070" , "obsolete pollen sac" , "anther lobe" ,
 "http://purl.obolibrary.org/obo/PO_0007092" , "SE.04 four nodes or internodes visible stage" , "4.05-fourth node detectable in wheat" ,
 "http://purl.obolibrary.org/obo/PO_0007092" , "SE.04 four nodes or internodes visible stage" , "4.05-fourth node detectable in oat" ,
 "http://purl.obolibrary.org/obo/PO_0007092" , "SE.04 four nodes or internodes visible stage" , "4.05-fourth node detectable in barley" ,
 "http://purl.obolibrary.org/obo/PO_0007092" , "SE.04 four nodes or internodes visible stage" , "3.04 4 nodes/internodes visible in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007092" , "SE.04 four nodes or internodes visible stage" , "3.2 late whorl stage" ,
 "http://purl.obolibrary.org/obo/PO_0007092" , "SE.04 four nodes or internodes visible stage" , "Zadok scale-34" ,
 "http://purl.obolibrary.org/obo/PO_0007092" , "SE.04 four nodes or internodes visible stage" , "BBCH growth stage 34" ,
 "http://purl.obolibrary.org/obo/PO_0006324" , "central spike of tassel inflorescence" , "tassel rachis" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "1.03-three to four leaves in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "4 rosette leaf in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "1.3 3-4 leaves" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "rice growth stage-2.1" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "pre tillering" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "early whorl stage in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "4 leaves unfolded" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "LP.04 four leaves visible in Solanaceae" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "03-four leaf stage in sorghum" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "BBCH growth stage 14" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "1-4 leaf stage in rice" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "fourth leaf unfolded" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "V4 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "maize growth stage-2" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "1.04 3rd trifoliolate leaf unfolded in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "Zadok scale-14, Haun scale-3.+" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "4-6 leaves in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "tassel initiation in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "four rosette leaves" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "Stage V3 in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "tassel differentiation in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "02-tassel initiation in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "2.05-four leaves unfolded in Triticeae" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "2 tassel initiation/early whorl stage in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007115" , "LP.04 four leaves visible stage" , "sorghum growth stage-2" ,
 "http://purl.obolibrary.org/obo/PO_0025138" , "fused collective tepal structure" , "compound tepal" ,
 "http://purl.obolibrary.org/obo/PO_0020047" , "microsporocyte" , "pollen mother cell" ,
 "http://purl.obolibrary.org/obo/PO_0020047" , "microsporocyte" , "microspore mother cell" ,
 "http://purl.obolibrary.org/obo/PO_0020047" , "microsporocyte" , "PMC" ,
 "http://purl.obolibrary.org/obo/PO_0007036" , "beginning of whole plant fruit ripening stage" , "beginning of fruit coloration" ,
 "http://purl.obolibrary.org/obo/PO_0007036" , "beginning of whole plant fruit ripening stage" , "FR.00 beginning of fruit ripening in Solanaceae" ,
 "http://purl.obolibrary.org/obo/PO_0007036" , "beginning of whole plant fruit ripening stage" , "8.01 Beginning of bean ripening in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007036" , "beginning of whole plant fruit ripening stage" , "first silique shattered" ,
 "http://purl.obolibrary.org/obo/PO_0004001" , "bulliform cell" , "motor cell" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "2.10 nine or more leaves unfolded in Triticeae" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "9-leaf in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "2.10 nine or more leaves unfolded in wheat" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "BBCH growth stage 19" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "ninth leaf unfolded" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "Zadok scale-19" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "3.02-late whorl stage" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "maize growth stage-3.2" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "2.10 nine or more leaves unfolded in oat" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "9 rosette leaf in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "3.2 late whorl stage in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "LP.09 nine or more leaves whorls visible" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "10-leaf in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "9-11 leaves in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "2.10 nine or more leaves unfolded in barley" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "Stage V8 in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "V9 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "1.09 8th trifoliolate leaf unfolded in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "9 or more leaves unfolded" ,
 "http://purl.obolibrary.org/obo/PO_0007101" , "LP.09 nine leaves visible stage" , "nine rosette leaves" ,
 "http://purl.obolibrary.org/obo/PO_0007083" , "LP.13 thirteen leaves visible stage" , "thirteen leaves unfolded" ,
 "http://purl.obolibrary.org/obo/PO_0007083" , "LP.13 thirteen leaves visible stage" , "thirteen rosette leaves" ,
 "http://purl.obolibrary.org/obo/PO_0007083" , "LP.13 thirteen leaves visible stage" , "mid-vegetative stage of maize" ,
 "http://purl.obolibrary.org/obo/PO_0007083" , "LP.13 thirteen leaves visible stage" , "3.03-mid-vegetative" ,
 "http://purl.obolibrary.org/obo/PO_0007083" , "LP.13 thirteen leaves visible stage" , "1.13 12th trifoliolate leaf unfolded in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007083" , "LP.13 thirteen leaves visible stage" , "Stage V12 in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007083" , "LP.13 thirteen leaves visible stage" , "maize growth stage-3.3" ,
 "http://purl.obolibrary.org/obo/PO_0007083" , "LP.13 thirteen leaves visible stage" , "3.3 mid-vegetative stage of maize" ,
 "http://purl.obolibrary.org/obo/PO_0007083" , "LP.13 thirteen leaves visible stage" , "V13 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007083" , "LP.13 thirteen leaves visible stage" , "13 rosette leaf in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007083" , "LP.13 thirteen leaves visible stage" , "3.3 mid-vegetative" ,
 "http://purl.obolibrary.org/obo/PO_0007083" , "LP.13 thirteen leaves visible stage" , "mid-vegetative in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007018" , "BO.01 early boot stage" , "5.01-flag leaf sheath extending in barley" ,
 "http://purl.obolibrary.org/obo/PO_0007018" , "BO.01 early boot stage" , "5.1-early booting stage in rice" ,
 "http://purl.obolibrary.org/obo/PO_0007018" , "BO.01 early boot stage" , "5.01-flag leaf sheath extending in wheat" ,
 "http://purl.obolibrary.org/obo/PO_0007018" , "BO.01 early boot stage" , "5.01-flag leaf sheath extending in oat" ,
 "http://purl.obolibrary.org/obo/PO_0007018" , "BO.01 early boot stage" , "flag leaf sheath extending" ,
 "http://purl.obolibrary.org/obo/PO_0007018" , "BO.01 early boot stage" , "rice growth stage-5.1" ,
 "http://purl.obolibrary.org/obo/PO_0000232" , "axillary bud meristem" , "axillary meristem" ,
 "http://purl.obolibrary.org/obo/PO_0005645" , "leaf mesophyll" , "foliage leaf mesophyll" ,
 "http://purl.obolibrary.org/obo/PO_0005645" , "leaf mesophyll" , "leaf parenchyma" ,
 "http://purl.obolibrary.org/obo/PO_0007099" , "SE.97 flag leaf visible stage" , "4.08-flag leaf just visible in oat" ,
 "http://purl.obolibrary.org/obo/PO_0007099" , "SE.97 flag leaf visible stage" , "Zadok scale-37, Feekes scale-8" ,
 "http://purl.obolibrary.org/obo/PO_0007099" , "SE.97 flag leaf visible stage" , "4.08-flag leaf just visible in barley" ,
 "http://purl.obolibrary.org/obo/PO_0007099" , "SE.97 flag leaf visible stage" , "06-flag leaf visible in sorghum" ,
 "http://purl.obolibrary.org/obo/PO_0007099" , "SE.97 flag leaf visible stage" , "4.08-flag leaf just visible in wheat" ,
 "http://purl.obolibrary.org/obo/PO_0007043" , "hypocotyl emergence stage" , "0.07.02 Hypocotyl emerges above soil in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007043" , "hypocotyl emergence stage" , "hypocotyl emergence in Solanaceae" ,
 "http://purl.obolibrary.org/obo/PO_0007043" , "hypocotyl emergence stage" , "0.07.01 Cotyledons and hypocotyl emerge in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007043" , "hypocotyl emergence stage" , "hypocotyl and cotyledon emergence in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007043" , "hypocotyl emergence stage" , "BBCH growth stage 08" ,
 "http://purl.obolibrary.org/obo/PO_0007103" , "LP.10 ten leaves visible stage" , "ten rosette leaves" ,
 "http://purl.obolibrary.org/obo/PO_0007103" , "LP.10 ten leaves visible stage" , "3.02-late whorl stage" ,
 "http://purl.obolibrary.org/obo/PO_0007103" , "LP.10 ten leaves visible stage" , "maize growth stage-3.2" ,
 "http://purl.obolibrary.org/obo/PO_0007103" , "LP.10 ten leaves visible stage" , "Stage V9 in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007103" , "LP.10 ten leaves visible stage" , "10-leaf in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007103" , "LP.10 ten leaves visible stage" , "10 rosette leaf in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007103" , "LP.10 ten leaves visible stage" , "9-11 leaves in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007103" , "LP.10 ten leaves visible stage" , "V10 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0006020" , "lateral root apical meristem" , "lateral root meristem" ,
 "http://purl.obolibrary.org/obo/PO_0006020" , "lateral root apical meristem" , "apical meristem of lateral root" ,
 "http://purl.obolibrary.org/obo/PO_0001012" , "G early unicellular microspore stage" , "pollen stage 6 in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0001012" , "G early unicellular microspore stage" , "stamen stage ST6-1" ,
 "http://purl.obolibrary.org/obo/PO_0006081" , "primary root apical meristem" , "apical meristem of primary root" ,
 "http://purl.obolibrary.org/obo/PO_0006081" , "primary root apical meristem" , "embryonic root meristem" ,
 "http://purl.obolibrary.org/obo/PO_0007127" , "7.04 fruit size 40%" , "7.2 milk stage/embryo 2 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0001053" , "vascular leaf post-expansion stage" , "fully expanded leaf stage in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0001053" , "vascular leaf post-expansion stage" , "leaf stage PX" ,
 "http://purl.obolibrary.org/obo/PO_0021004" , "inflorescence initiation stage" , "panicle stage PA1" ,
 "http://purl.obolibrary.org/obo/PO_0007015" , "radicle emergence stage" , "radicle emergence" ,
 "http://purl.obolibrary.org/obo/PO_0007015" , "radicle emergence stage" , "radicle emergence in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007015" , "radicle emergence stage" , "1.04-radicle emerged from seed in Triticeae" ,
 "http://purl.obolibrary.org/obo/PO_0007015" , "radicle emergence stage" , "radicle emergence in Solanaceae" ,
 "http://purl.obolibrary.org/obo/PO_0007015" , "radicle emergence stage" , "BBCH growth stage 05" ,
 "http://purl.obolibrary.org/obo/PO_0007015" , "radicle emergence stage" , "1.04-radicle emerged from seed in barley" ,
 "http://purl.obolibrary.org/obo/PO_0007015" , "radicle emergence stage" , "1.04-radicle emerged from seed in oat" ,
 "http://purl.obolibrary.org/obo/PO_0007015" , "radicle emergence stage" , "maize growth stage-0.2" ,
 "http://purl.obolibrary.org/obo/PO_0007015" , "radicle emergence stage" , "05 radicle emergence from seed coat in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007015" , "radicle emergence stage" , "0.2 radicle emergence from seed in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007015" , "radicle emergence stage" , "Zadok scale-5" ,
 "http://purl.obolibrary.org/obo/PO_0007015" , "radicle emergence stage" , "1.04-radicle emerged from seed in wheat" ,
 "http://purl.obolibrary.org/obo/PO_0007015" , "radicle emergence stage" , "0.02-radicle emergence from seed in maize" ,
 "http://purl.obolibrary.org/obo/PO_0008022" , "quaternary leaf vein" , "fourth order leaf vein" ,
 "http://purl.obolibrary.org/obo/PO_0007072" , "LP.18 eighteen leaves visible stage" , "3.04-late vegetative" ,
 "http://purl.obolibrary.org/obo/PO_0007072" , "LP.18 eighteen leaves visible stage" , "maize V18 stage" ,
 "http://purl.obolibrary.org/obo/PO_0007072" , "LP.18 eighteen leaves visible stage" , "Stage V17 in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007072" , "LP.18 eighteen leaves visible stage" , "1.18 17th trifoliolate leaf unfolded in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007072" , "LP.18 eighteen leaves visible stage" , "V18 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007072" , "LP.18 eighteen leaves visible stage" , "late vegetative stage of maize" ,
 "http://purl.obolibrary.org/obo/PO_0007072" , "LP.18 eighteen leaves visible stage" , "3.4 late vegetative in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007072" , "LP.18 eighteen leaves visible stage" , "maize growth stage-3.4" ,
 "http://purl.obolibrary.org/obo/PO_0007072" , "LP.18 eighteen leaves visible stage" , "late vegetative in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007072" , "LP.18 eighteen leaves visible stage" , "3.4 late vegetative stage of maize" ,
 "http://purl.obolibrary.org/obo/PO_0007032" , "whole plant fruit formation stage up to 10%" , "stage R3 in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007032" , "whole plant fruit formation stage up to 10%" , "7.01 Pod 10% of final length in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007032" , "whole plant fruit formation stage up to 10%" , "E-L 27" ,
 "http://purl.obolibrary.org/obo/PO_0007032" , "whole plant fruit formation stage up to 10%" , "7 linear grain-filling" ,
 "http://purl.obolibrary.org/obo/PO_0007032" , "whole plant fruit formation stage up to 10%" , "7.1 blister stage" ,
 "http://purl.obolibrary.org/obo/PO_0007032" , "whole plant fruit formation stage up to 10%" , "tomato immature green" ,
 "http://purl.obolibrary.org/obo/PO_0007032" , "whole plant fruit formation stage up to 10%" , "FF.00 fruit size 10% in Solanaceae" ,
 "http://purl.obolibrary.org/obo/PO_0004003" , "phellem" , "cork" ,
 "http://purl.obolibrary.org/obo/PO_0000079" , "fusiform initial cell" , "xylem mother cell" ,
 "http://purl.obolibrary.org/obo/PO_0000079" , "fusiform initial cell" , "xylem initial" ,
 "http://purl.obolibrary.org/obo/PO_0007068" , "mid rosette growth stage" , "mid rosette growth in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0020015" , "sculpture elements" , "sexine 3" ,
 "http://purl.obolibrary.org/obo/PO_0001081" , "mature plant embryo stage" , "mature (stage) in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0001081" , "mature plant embryo stage" , "embryo stage EM10" ,
 "http://purl.obolibrary.org/obo/PO_0001081" , "mature plant embryo stage" , "embryo stage EM9" ,
 "http://purl.obolibrary.org/obo/PO_0007022" , "seed imbibition stage" , "03 Seed imbibition complete in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007022" , "seed imbibition stage" , "1.03-imbibition complete in oat" ,
 "http://purl.obolibrary.org/obo/PO_0007022" , "seed imbibition stage" , "imbibition in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007022" , "seed imbibition stage" , "1.03-imbibition complete in wheat" ,
 "http://purl.obolibrary.org/obo/PO_0007022" , "seed imbibition stage" , "1.02-start of imbibition in barley" ,
 "http://purl.obolibrary.org/obo/PO_0007022" , "seed imbibition stage" , "1.03-imbibition complete in Tricticeae" ,
 "http://purl.obolibrary.org/obo/PO_0007022" , "seed imbibition stage" , "1.02-start of imbibition in Triticeae" ,
 "http://purl.obolibrary.org/obo/PO_0007022" , "seed imbibition stage" , "BBCH growth stage 01" ,
 "http://purl.obolibrary.org/obo/PO_0007022" , "seed imbibition stage" , "1.02-start of imbibition in oat" ,
 "http://purl.obolibrary.org/obo/PO_0007022" , "seed imbibition stage" , "1.03-imbibition complete in barley" ,
 "http://purl.obolibrary.org/obo/PO_0007022" , "seed imbibition stage" , "01 Beginning of seed imbibition in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007022" , "seed imbibition stage" , "1.02-start of imbibition in wheat" ,
 "http://purl.obolibrary.org/obo/PO_0007022" , "seed imbibition stage" , "imbibition in Solanaceae" ,
 "http://purl.obolibrary.org/obo/PO_0007022" , "seed imbibition stage" , "0.1 imbibition in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "lag phase in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "double fertilization in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "grain-filling in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "kernel watery ripe" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "6 post-flowering/lag phase in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "7.01-blister stage in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "post-flowering in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "proembryo in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "C-embryo stage in rice" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "5.3 pollination in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "R1in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "7-8 Fruit Formation and Maturation in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "06-post-flowering in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "7 linear grain-filling in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "5.4 fertilization in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "7 Pod Formation in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "effective filling period in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "first silique shattered" ,
 "http://purl.obolibrary.org/obo/PO_0007035" , "7-8 fruit formation and maturation" , "BBCH principal growth stage 7" ,
 "http://purl.obolibrary.org/obo/PO_0000224" , "central zone" , "central initiation zone" ,
 "http://purl.obolibrary.org/obo/PO_0020110" , "scutellum" , "haustorial cotyledon" ,
 "http://purl.obolibrary.org/obo/PO_0000226" , "rib zone" , "file meristem" ,
 "http://purl.obolibrary.org/obo/PO_0009084" , "pericarp" , "fruit peel" ,
 "http://purl.obolibrary.org/obo/PO_0009084" , "pericarp" , "fruit rind" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "Triticeae two leaves unfolded" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "2 leaves unfolded" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "BBCH growth stage 12" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "maize growth stage-1.2" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "rice growth stage-2.1" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "2.03-two leaves unfolded in wheat" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "pre tillering" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "Zadok scale-12, Haun scale-1.+" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "two rosette leaves" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "2.03-two leaves unfolded in barley" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "1-4 leaf stage in rice" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "2 rosette leaves in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "V2 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "2.03-two leaves unfolded in oat" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "1.02 First trifoliolate leaf unfolded in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "1.02-one to two leaves in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "1.2 1-2 leaves in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "LP.02 two leaves visible in Solanaceae" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "V1 stage in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007098" , "LP.02 two leaves visible stage" , "2.03-two leaves unfolded in Triticeae" ,
 "http://purl.obolibrary.org/obo/PO_0020058" , "perisperm" , "seed nucellus" ,
 "http://purl.obolibrary.org/obo/PO_0004507" , "plant embryo bilateral stage" , "transition stage in maize" ,
 "http://purl.obolibrary.org/obo/PO_0004507" , "plant embryo bilateral stage" , "heart-shape stage" ,
 "http://purl.obolibrary.org/obo/PO_0004507" , "plant embryo bilateral stage" , "heart stage in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0004507" , "plant embryo bilateral stage" , "triangle stage in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0000225" , "peripheral zone" , "peripheral meristem" ,
 "http://purl.obolibrary.org/obo/PO_0001031" , "4 root elongation stage" , "Benfey's stage 2 of root development" ,
 "http://purl.obolibrary.org/obo/PO_0007028" , "BO.04 flag leaf sheath opening stage" , "Zadok scale-47" ,
 "http://purl.obolibrary.org/obo/PO_0007028" , "BO.04 flag leaf sheath opening stage" , "5.03-flag leaf sheath extending in wheat" ,
 "http://purl.obolibrary.org/obo/PO_0007028" , "BO.04 flag leaf sheath opening stage" , "5.03-flag leaf sheath extending in barley" ,
 "http://purl.obolibrary.org/obo/PO_0007028" , "BO.04 flag leaf sheath opening stage" , "5.03-flag leaf sheath extending in oat" ,
 "http://purl.obolibrary.org/obo/PO_0009101" , "long lateral tassel branch" , "second order tassel branch" ,
 "http://purl.obolibrary.org/obo/PO_0008012" , "stigma vascular system" , "stigma vein" ,
 "http://purl.obolibrary.org/obo/PO_0007003" , "IL.03 full inflorescence length reached stage" , "4.04 full inflorescence length reached in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0006002" , "lower glume" , "outer rudimentary glume" ,
 "http://purl.obolibrary.org/obo/PO_0006002" , "lower glume" , "outer glume" ,
 "http://purl.obolibrary.org/obo/PO_0006002" , "lower glume" , "lower rudimentary glume" ,
 "http://purl.obolibrary.org/obo/PO_0006002" , "lower glume" , "outer empty glume" ,
 "http://purl.obolibrary.org/obo/PO_0006002" , "lower glume" , "lower empty glume" ,
 "http://purl.obolibrary.org/obo/PO_0007625" , "C tetrad of megaspores stage" , "ovule stage 2-V in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007625" , "C tetrad of megaspores stage" , "ovule stage OV4" ,
 "http://purl.obolibrary.org/obo/PO_0025598" , "pistillate inflorescence" , "female inflorescence" ,
 "http://purl.obolibrary.org/obo/PO_0005031" , "microsporangiate strobilus" , "microstrobili" ,
 "http://purl.obolibrary.org/obo/PO_0005031" , "microsporangiate strobilus" , "pollen cone" ,
 "http://purl.obolibrary.org/obo/PO_0005031" , "microsporangiate strobilus" , "male cone" ,
 "http://purl.obolibrary.org/obo/PO_0005031" , "microsporangiate strobilus" , "microstrobilus" ,
 "http://purl.obolibrary.org/obo/PO_0020102" , "portion of transmitting tissue" , "transmitting tract" ,
 "http://purl.obolibrary.org/obo/PO_0000262" , "trichoblast" , "hair cell" ,
 "http://purl.obolibrary.org/obo/PO_0007520" , "root development stage" , "root development stage" ,
 "http://purl.obolibrary.org/obo/PO_0025476" , "tuberous root tuber" , "tuber root" ,
 "http://purl.obolibrary.org/obo/PO_0025202" , "microsporangium" , "macrosporangium" ,
 "http://purl.obolibrary.org/obo/PO_0025202" , "microsporangium" , "macrosporangia" ,
 "http://purl.obolibrary.org/obo/PO_0006343" , "axillary shoot system" , "axillary branch" ,
