 "entity_uri" , "entity_name" , "syn" ,
 "http://purl.obolibrary.org/obo/PO_0001048" , "palea development stage" , "spikelet stage SP4" ,
 "http://purl.obolibrary.org/obo/PO_0001009" , "D pollen mother cell meiosis stage" , "stamen stage ST5-1" ,
 "http://purl.obolibrary.org/obo/PO_0001009" , "D pollen mother cell meiosis stage" , "stamen stage ST5" ,
 "http://purl.obolibrary.org/obo/PO_0001009" , "D pollen mother cell meiosis stage" , "stamen stage ST5-3" ,
 "http://purl.obolibrary.org/obo/PO_0001009" , "D pollen mother cell meiosis stage" , "stamen stage ST5-4" ,
 "http://purl.obolibrary.org/obo/PO_0001009" , "D pollen mother cell meiosis stage" , "stamen stage ST5-5" ,
 "http://purl.obolibrary.org/obo/PO_0001009" , "D pollen mother cell meiosis stage" , "stamen stage ST4" ,
 "http://purl.obolibrary.org/obo/PO_0001009" , "D pollen mother cell meiosis stage" , "stamen stage ST5-6" ,
 "http://purl.obolibrary.org/obo/PO_0001009" , "D pollen mother cell meiosis stage" , "stamen stage ST5-2" ,
 "http://purl.obolibrary.org/obo/PO_0001009" , "D pollen mother cell meiosis stage" , "pollen stage 4 in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0001009" , "D pollen mother cell meiosis stage" , "stamen stage ST5-7" ,
 "http://purl.obolibrary.org/obo/PO_0007108" , "SE.07 seven nodes or internodes visible stage" , "3.07 7 nodes/internodes visible in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007108" , "SE.07 seven nodes or internodes visible stage" , "BBCH growth stage 37" ,
 "http://purl.obolibrary.org/obo/PO_0007108" , "SE.07 seven nodes or internodes visible stage" , "3.3 mid-vegetative" ,
 "http://purl.obolibrary.org/obo/PO_0007616" , "flowering stage" , "stage 14 flower in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007616" , "flowering stage" , "stage 17 flower in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007616" , "flowering stage" , "stage 16 flower in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007616" , "flowering stage" , "stage 15 flower in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007616" , "flowering stage" , "stage 13 flower in Arabidopsis " ,
 "http://purl.obolibrary.org/obo/PO_0001040" , "dry seed stage" , "00 Dry Seed in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0001040" , "dry seed stage" , "BBCH growth stage 00" ,
 "http://purl.obolibrary.org/obo/PO_0001040" , "dry seed stage" , "1.01-dry seed in Triticeae" ,
 "http://purl.obolibrary.org/obo/PO_0001040" , "dry seed stage" , "dry seed in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007081" , "early rosette growth stage" , "early rosette growth in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007044" , "BO.02 mid boot stage" , "Zadok scale-45, Feekes scale-10, Haun scale-9.2" ,
 "http://purl.obolibrary.org/obo/PO_0007044" , "BO.02 mid boot stage" , "5.02-flag leaf sheath extending in wheat" ,
 "http://purl.obolibrary.org/obo/PO_0007044" , "BO.02 mid boot stage" , "5.02-flag leaf sheath extending in barley" ,
 "http://purl.obolibrary.org/obo/PO_0007044" , "BO.02 mid boot stage" , "5.02-flag leaf sheath extending in oat" ,
 "http://purl.obolibrary.org/obo/PO_0007044" , "BO.02 mid boot stage" , "flag leaf sheath just visibly swollen" ,
 "http://purl.obolibrary.org/obo/PO_0001020" , "hood-shaped primordium stage" , "leaf stage P2" ,
 "http://purl.obolibrary.org/obo/PO_0001020" , "hood-shaped primordium stage" , "P2 stage" ,
 "http://purl.obolibrary.org/obo/PO_0007104" , "LP.15 fifteen leaves visible stage" , "Stage V14 in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007104" , "LP.15 fifteen leaves visible stage" , "1.15 14th trifoliolate leaf unfolded in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007104" , "LP.15 fifteen leaves visible stage" , "3.4 late vegetative in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007104" , "LP.15 fifteen leaves visible stage" , "maize growth stage-3.4" ,
 "http://purl.obolibrary.org/obo/PO_0007104" , "LP.15 fifteen leaves visible stage" , "late vegetative in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007104" , "LP.15 fifteen leaves visible stage" , "3.4 late vegetative stage of maize" ,
 "http://purl.obolibrary.org/obo/PO_0007104" , "LP.15 fifteen leaves visible stage" , "V15 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0008023" , "higher order leaf vein" , "fifth and higher order leaf vein" ,
 "http://purl.obolibrary.org/obo/PO_0006024" , "parenchyma sheath" , "starch sheath" ,
 "http://purl.obolibrary.org/obo/PO_0020013" , "tectum" , "sexine 2" ,
 "http://purl.obolibrary.org/obo/PO_0007607" , "sepal primordium visible stage" , "stage 3 flower in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0006062" , "style epidermis" , "transmitting tract epidermis" ,
 "http://purl.obolibrary.org/obo/PO_0007519" , "5 root hair formation stage" , "Benfey's stage 3 of root development" ,
 "http://purl.obolibrary.org/obo/PO_0000146" , "abscission zone" , "abscission layer" ,
 "http://purl.obolibrary.org/obo/PO_0025026" , "embryo sac cell" , "embryo sac cell" ,
 "http://purl.obolibrary.org/obo/PO_0003011" , "root vascular system" , "root vein" ,
 "http://purl.obolibrary.org/obo/PO_0007608" , "petal primordium visible stage" , "stage 5 flower in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0025040" , "shoot axis tuber axillary vegetative bud" , "tuber eye" ,
 "http://purl.obolibrary.org/obo/PO_0007045" , "coleoptile emergence stage" , "0.3 coleoptile emergence from seed in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007045" , "coleoptile emergence stage" , "BBCH growth stage 09" ,
 "http://purl.obolibrary.org/obo/PO_0006216" , "internal phloem" , "intraxylary phloem" ,
 "http://purl.obolibrary.org/obo/PO_0006003" , "scale leaf" , "cataphyll" ,
 "http://purl.obolibrary.org/obo/PO_0007622" , "integument initiation stage" , "ovule stage OV2" ,
 "http://purl.obolibrary.org/obo/PO_0007622" , "integument initiation stage" , "ovule stage 2-III in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007622" , "integument initiation stage" , "ovule stage 2-II in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007613" , "stamen primordium visible stage" , "stage 7 flower in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007613" , "stamen primordium visible stage" , "stamen stage ST0" ,
 "http://purl.obolibrary.org/obo/PO_0009025" , "vascular leaf" , "macrophyll" ,
 "http://purl.obolibrary.org/obo/PO_0009025" , "vascular leaf" , "crozier" ,
 "http://purl.obolibrary.org/obo/PO_0009025" , "vascular leaf" , "megaphyll" ,
 "http://purl.obolibrary.org/obo/PO_0004501" , "gynoecium differentiation and expansion stage" , "ovule stage OV1" ,
 "http://purl.obolibrary.org/obo/PO_0007030" , "seedling shoot emergence stage" , "07 shoot emergence in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007030" , "seedling shoot emergence stage" , "BBCH growth stage 09" ,
 "http://purl.obolibrary.org/obo/PO_0007030" , "seedling shoot emergence stage" , "shoot emergence in Solanaceae" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "LP.05 five leaves visible in Solanaceae" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "Zadok scale-15, Haun scale-4.+" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "BBCH growth stage 15" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "2.06-five leaves unfolded in wheat" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "2.06-five leaves unfolded in barley" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "04-five leaf stage in sorghum" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "Stage V4 in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "2.06-five leaves unfolded in oat" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "5 leaves unfolded" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "Triticeae five leaves unfolded" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "early whorl stage in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "fifth leaf unfolded" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "sorghum growth stage-3" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "Sorghum five leaf stage" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "five rosette leaves" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "rice growth stage-3" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "V5 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "maize growth stage-2" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "4-6 leaves in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "5 rosette leaf in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "1.05 4th trifoliolate leaf unfolded in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "tassel initiation in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "tassel differentiation in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "02-tassel initiation in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "2.06-five leaves unfolded in Triticeae" ,
 "http://purl.obolibrary.org/obo/PO_0007065" , "LP.05 five leaves visible stage" , "2 tassel initiation/early whorl stage in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007601" , "floral organ meristem development stage" , "stage 1 flower in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0005001" , "basal axillary shoot system" , "ratoon" ,
 "http://purl.obolibrary.org/obo/PO_0005001" , "basal axillary shoot system" , "basal axillary branch" ,
 "http://purl.obolibrary.org/obo/PO_0025023" , "collective phyllome structure" , "phyllome whorl" ,
 "http://purl.obolibrary.org/obo/PO_0007600" , "floral organ differentiation stage" , "stage 6-12 flower in Arabidopsis " ,
 "http://purl.obolibrary.org/obo/PO_0007600" , "floral organ differentiation stage" , "3 floral organ development stages" ,
 "http://purl.obolibrary.org/obo/PO_0025599" , "pistillate flower" , "female flower" ,
 "http://purl.obolibrary.org/obo/PO_0000198" , "free nuclear endosperm" , "nuclear endosperm" ,
 "http://purl.obolibrary.org/obo/PO_0000198" , "free nuclear endosperm" , "coenocytic endosperm" ,
 "http://purl.obolibrary.org/obo/PO_0000198" , "free nuclear endosperm" , "cenocytic endosperm" ,
 "http://purl.obolibrary.org/obo/PO_0006042" , "velamen" , "velamen radicum" ,
 "http://purl.obolibrary.org/obo/PO_0006019" , "leaf abaxial epidermis" , "lower epidermis" ,
 "http://purl.obolibrary.org/obo/PO_0005679" , "epidermis" , "multiseriate epidermis" ,
 "http://purl.obolibrary.org/obo/PO_0009055" , "bract" , "bracteole" ,
 "http://purl.obolibrary.org/obo/PO_0009055" , "bract" , "bractlet" ,
 "http://purl.obolibrary.org/obo/PO_0009055" , "bract" , "hypsophyll" ,
 "http://purl.obolibrary.org/obo/PO_0030086" , "protonema sub-apical initial cell" , "protonemal sub-apical initial cell" ,
 "http://purl.obolibrary.org/obo/PO_0001005" , "A archesporial cells visible stage" , "stamen stage ST1" ,
 "http://purl.obolibrary.org/obo/PO_0007088" , "2.04 main shoot and axillary shoots visible at four nodes stage" , "fourth tiller detectable" ,
 "http://purl.obolibrary.org/obo/PO_0007088" , "2.04 main shoot and axillary shoots visible at four nodes stage" , "fourth axillary shoot detectable" ,
 "http://purl.obolibrary.org/obo/PO_0007088" , "2.04 main shoot and axillary shoots visible at four nodes stage" , "main shoot and 4 tillers" ,
 "http://purl.obolibrary.org/obo/PO_0007088" , "2.04 main shoot and axillary shoots visible at four nodes stage" , "main shoot and four tillers in barley" ,
 "http://purl.obolibrary.org/obo/PO_0007088" , "2.04 main shoot and axillary shoots visible at four nodes stage" , "Zadok scale-24" ,
 "http://purl.obolibrary.org/obo/PO_0007088" , "2.04 main shoot and axillary shoots visible at four nodes stage" , "2.04 main shoot and axillary shoots visible at four nodes in Solanaceae" ,
 "http://purl.obolibrary.org/obo/PO_0007088" , "2.04 main shoot and axillary shoots visible at four nodes stage" , "3.05-main shoot and four tillers" ,
 "http://purl.obolibrary.org/obo/PO_0007088" , "2.04 main shoot and axillary shoots visible at four nodes stage" , "BBCH growth stage 24" ,
 "http://purl.obolibrary.org/obo/PO_0007088" , "2.04 main shoot and axillary shoots visible at four nodes stage" , "main shoot and four tillers in oat" ,
 "http://purl.obolibrary.org/obo/PO_0007088" , "2.04 main shoot and axillary shoots visible at four nodes stage" , "main shoot and four tillers in wheat" ,
 "http://purl.obolibrary.org/obo/PO_0007088" , "2.04 main shoot and axillary shoots visible at four nodes stage" , "main shoot and fourth tiller visible" ,
 "http://purl.obolibrary.org/obo/PO_0007088" , "2.04 main shoot and axillary shoots visible at four nodes stage" , "2.04 Main shoot and axillary shoots visible at 4 nodes in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007047" , "whole plant inflorescence detectable stage" , "BBCH principal growth stage 4" ,
 "http://purl.obolibrary.org/obo/PO_0007047" , "whole plant inflorescence detectable stage" , "BBCH principal growth stage 5" ,
 "http://purl.obolibrary.org/obo/PO_0007047" , "whole plant inflorescence detectable stage" , "3 inflorescence visible" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "embryo stage 6 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "8.2-hard dough stage in rice" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "storage maturity in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "leveling off of dry matter accumulation" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "dent stage in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "8 leveling off of grain-filling/embryo 5 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "8.07 Late ripening in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "late dough stage in rice" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "FR.03 late stage of fruit ripening in Solanaceae" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "9.1 physiological maturity/embryo 6 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "BBCH principal growth stage 87" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "late dough grain in rice" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "sorghum growth stage-10" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "embryo stage 5 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "rice growth stage-8.2" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "attenuative in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "Stage R7 Beginning maturity in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "Zadok scale-87, Haun scale-15" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "10.02-hard dough in sorghum" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "9.03-hard dough in wheat" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "09-maturity in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "R6 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "hard dough" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "tomato red firm fruit" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "physiological maturity, black dot, about 60% dry matter in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "9.03-hard dough in barley" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "R5 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "9 maturity in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "9.03-hard dough in oat" ,
 "http://purl.obolibrary.org/obo/PO_0007050" , "late whole plant fruit ripening stage" , "black layer in maize" ,
 "http://purl.obolibrary.org/obo/PO_0001002" , "fruit development stage" , "stage 17 flower in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0001002" , "fruit development stage" , "stage 19 flower in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0001002" , "fruit development stage" , "stage 20 flower in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0001002" , "fruit development stage" , "stage 18 flower in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0001017" , "M germinated pollen stage" , "germinated pollen grain in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "1.03-three to four leaves in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "02-three leaf stage in sorghum" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "V2 stage in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "rice growth stage-2.1" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "pre tillering" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "1.03 2nd trifoliolate leaf unfolded in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "maize growth stage-1.3" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "3-leaf stage in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "V3 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "1-4 leaf stage in rice" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "3 rosette leaf in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "sorghum growth stage-1" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "Zadok scale-13, Haun scale-2.+" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "LP.03 three leaves visible in Solanaceae" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "1.3 3-4 leaves in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "2.04-three leaves unfolded" ,
 "http://purl.obolibrary.org/obo/PO_0007106" , "LP.03 three leaves visible stage" , "BBCH growth stage 13" ,
 "http://purl.obolibrary.org/obo/PO_0007529" , "E emerged root elongation" , "emerged crown root elongation" ,
 "http://purl.obolibrary.org/obo/PO_0007529" , "E emerged root elongation" , "emerged lateral root elongation" ,
 "http://purl.obolibrary.org/obo/PO_0007529" , "E emerged root elongation" , "emrged primary root elongation" ,
 "http://purl.obolibrary.org/obo/PO_0020018" , "germination pore" , "pollen pore" ,
 "http://purl.obolibrary.org/obo/PO_0001018" , "B formation of primary parietal and sporogenous cells stage" , "stamen stage ST2" ,
 "http://purl.obolibrary.org/obo/PO_0000012" , "apical hook" , "hypocotyl hook" ,
 "http://purl.obolibrary.org/obo/PO_0007627" , "E two nucleate megagametophyte stage" , "ovule stage OV7" ,
 "http://purl.obolibrary.org/obo/PO_0007627" , "E two nucleate megagametophyte stage" , "ovule stage 3-II in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007027" , "whole plant fruit formation stage 70% to final size" , "BBCH principal growth stage 79" ,
 "http://purl.obolibrary.org/obo/PO_0007027" , "whole plant fruit formation stage 70% to final size" , "kernel content milky, 40% dry matter" ,
 "http://purl.obolibrary.org/obo/PO_0007027" , "whole plant fruit formation stage 70% to final size" , "8.03-medium milk in wheat" ,
 "http://purl.obolibrary.org/obo/PO_0007027" , "whole plant fruit formation stage 70% to final size" , "Stage R4 Full pod in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007027" , "whole plant fruit formation stage 70% to final size" , "8.03-medium milk in barley" ,
 "http://purl.obolibrary.org/obo/PO_0007027" , "whole plant fruit formation stage 70% to final size" , "tomato mature green" ,
 "http://purl.obolibrary.org/obo/PO_0007027" , "whole plant fruit formation stage 70% to final size" , "8.03-medium milk in oat" ,
 "http://purl.obolibrary.org/obo/PO_0007027" , "whole plant fruit formation stage 70% to final size" , "8.04-late milk in oat" ,
 "http://purl.obolibrary.org/obo/PO_0007027" , "whole plant fruit formation stage 70% to final size" , "7.09 Pod full size in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007027" , "whole plant fruit formation stage 70% to final size" , "Kernels in middle of cob yellowish-white" ,
 "http://purl.obolibrary.org/obo/PO_0007027" , "whole plant fruit formation stage 70% to final size" , "FF.04 final fruit size in Solanaceae" ,
 "http://purl.obolibrary.org/obo/PO_0007027" , "whole plant fruit formation stage 70% to final size" , "nearly all kernels have reached final size" ,
 "http://purl.obolibrary.org/obo/PO_0007027" , "whole plant fruit formation stage 70% to final size" , "BBCH principal growth stage 75" ,
 "http://purl.obolibrary.org/obo/PO_0007027" , "whole plant fruit formation stage 70% to final size" , "8.04-late milk in barley" ,
 "http://purl.obolibrary.org/obo/PO_0000252" , "endodermis" , "endodermoid" ,
 "http://purl.obolibrary.org/obo/PO_0001054" , "vascular leaf senescent stage" , "leaf senescence stage in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0000007" , "leaf-derived cultured plant cell" , "cultured plant cell" ,
 "http://purl.obolibrary.org/obo/PO_0001050" , "leaf development stage" , "leaf development in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0001050" , "leaf development stage" , "leaf development" ,
 "http://purl.obolibrary.org/obo/PO_0007005" , "IL.02 1/2 inflorescence length reached stage" , "4.03 1/2 of inflorescence length reached in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007064" , "LP.12 twelve leaves visible stage" , "Stage V11 in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007064" , "LP.12 twelve leaves visible stage" , "twelve rosette leaves" ,
 "http://purl.obolibrary.org/obo/PO_0007064" , "LP.12 twelve leaves visible stage" , "mid-vegetative stage of maize" ,
 "http://purl.obolibrary.org/obo/PO_0007064" , "LP.12 twelve leaves visible stage" , "V12 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007064" , "LP.12 twelve leaves visible stage" , "1.12 11th trifoliolate leaf unfolded in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007064" , "LP.12 twelve leaves visible stage" , "3.03-mid-vegetative" ,
 "http://purl.obolibrary.org/obo/PO_0007064" , "LP.12 twelve leaves visible stage" , "maize growth stage-3.3" ,
 "http://purl.obolibrary.org/obo/PO_0007064" , "LP.12 twelve leaves visible stage" , "twelve leaves unfolded" ,
 "http://purl.obolibrary.org/obo/PO_0007064" , "LP.12 twelve leaves visible stage" , "3.3 mid-vegetative stage of maize" ,
 "http://purl.obolibrary.org/obo/PO_0007064" , "LP.12 twelve leaves visible stage" , "12 rosette leaf in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007064" , "LP.12 twelve leaves visible stage" , "3.3 mid-vegetative" ,
 "http://purl.obolibrary.org/obo/PO_0007064" , "LP.12 twelve leaves visible stage" , "mid-vegetative in maize" ,
 "http://purl.obolibrary.org/obo/PO_0005633" , "lamellar collenchyma" , "plate collenchyma" ,
 "http://purl.obolibrary.org/obo/PO_0005633" , "lamellar collenchyma" , "tangential collenchyma" ,
 "http://purl.obolibrary.org/obo/PO_0007119" , "LP.16 sixteen leaves visible stage" , "16 rosette leaf in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0007119" , "LP.16 sixteen leaves visible stage" , "Stage V15 in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007119" , "LP.16 sixteen leaves visible stage" , "V16 in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007119" , "LP.16 sixteen leaves visible stage" , "3.04-late vegetative" ,
 "http://purl.obolibrary.org/obo/PO_0007119" , "LP.16 sixteen leaves visible stage" , "late vegetative stage of maize" ,
 "http://purl.obolibrary.org/obo/PO_0007119" , "LP.16 sixteen leaves visible stage" , "3.4 late vegetative in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007119" , "LP.16 sixteen leaves visible stage" , "1.16 15th trifoliolate leaf unfolded in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0007119" , "LP.16 sixteen leaves visible stage" , "maize growth stage-3.4" ,
 "http://purl.obolibrary.org/obo/PO_0007119" , "LP.16 sixteen leaves visible stage" , "late vegetative in maize" ,
 "http://purl.obolibrary.org/obo/PO_0007119" , "LP.16 sixteen leaves visible stage" , "3.4 late vegetative stage of maize" ,
 "http://purl.obolibrary.org/obo/PO_0007084" , "SE.10 ten nodes or internodes visible stage" , "3.4 late vegetative" ,
 "http://purl.obolibrary.org/obo/PO_0007084" , "SE.10 ten nodes or internodes visible stage" , "3.10 10 nodes/internodes visible in soybean" ,
 "http://purl.obolibrary.org/obo/PO_0004544" , "root-borne shoot system" , "sucker shoot" ,
 "http://purl.obolibrary.org/obo/PO_0025603" , "plant resin" , "oleoresin " ,
 "http://purl.obolibrary.org/obo/PO_0004516" , "late wood" , "summer wood" ,
 "http://purl.obolibrary.org/obo/PO_0007533" , "C3.3 maturation of protoxylem elements in root." , "maturation of protoxylem elements in lateral root" ,
 "http://purl.obolibrary.org/obo/PO_0007533" , "C3.3 maturation of protoxylem elements in root." , "maturation of protoxylem elements in crown root" ,
 "http://purl.obolibrary.org/obo/PO_0007533" , "C3.3 maturation of protoxylem elements in root." , "maturation of protoxylem elements in primary root" ,
 "http://purl.obolibrary.org/obo/PO_0001016" , "L mature pollen stage" , "stamen stage ST6-5" ,
 "http://purl.obolibrary.org/obo/PO_0001016" , "L mature pollen stage" , "pollen stage 10 in Arabidopsis" ,
 "http://purl.obolibrary.org/obo/PO_0030039" , "archegonium neck" , "archegonial neck" ,
 "http://purl.obolibrary.org/obo/PO_0000282" , "trichome" , "seta" ,
 "http://purl.obolibrary.org/obo/PO_0000282" , "trichome" , "setae" ,
 "http://purl.obolibrary.org/obo/PO_0006085" , "root meristem" , "meristematic zone" ,
